protocol,seed,strategy,alpha_source_penalty,top_k,train_n,test_n,target_accuracy,target_balanced_accuracy,target_macro_f1,target_nll,target_ece_10bin,target_mean_confidence,source_probe_accuracy,source_probe_balanced_accuracy,source_probe_macro_f1,source_probe_nll,source_probe_ece_10bin,source_probe_mean_confidence,delta_target_minus_target_top256_accuracy,delta_target_minus_target_top256_balanced_accuracy,delta_target_minus_target_top256_macro_f1,delta_target_minus_target_top256_nll,delta_target_minus_target_top256_ece_10bin,delta_target_minus_target_top256_mean_confidence,delta_source_probe_minus_target_top256_accuracy,delta_source_probe_minus_target_top256_balanced_accuracy,delta_source_probe_minus_target_top256_macro_f1,delta_source_probe_minus_target_top256_nll,delta_source_probe_minus_target_top256_ece_10bin,delta_source_probe_minus_target_top256_mean_confidence
current_fold0_test_fold1_val,20260811,target_over_source_alpha_2_top_128,2.0,128,1512,586,0.6638225255972696,0.6597494478452591,0.6590735708387913,0.9574910923340005,0.11745293082221665,0.7812754564194863,0.6006825938566553,0.5818894481314864,0.5580522896039604,0.6831210804037862,0.04604874911727462,0.64673134297393,-0.10068259385665534,-0.09975563809218113,-0.09913792819830536,-0.5033715659213858,-0.06828740521994446,-0.1670281196667145,-0.08703071672354945,-0.08165189375380455,-0.08314218969340481,0.032213518630976545,-0.07290676693220237,-0.15993748365575178
current_fold0_test_fold1_val,20260811,target_over_source_alpha_2_top_256,2.0,256,1512,586,0.6825938566552902,0.6759568134748685,0.6702261167154967,2.991603119651468,0.27587843990532607,0.9582275802710065,0.6569965870307167,0.6425623209062699,0.6152632558868779,0.707014207168319,0.12023824301290785,0.7772348300436246,-0.08191126279863481,-0.0835482724625718,-0.08798538232159991,1.5307404613960816,0.09013810386316495,0.009924004184805768,-0.030716723549488067,-0.020979020979021046,-0.02593122341048726,0.05610664539550936,0.0012827269634308608,-0.029433996586057165
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0_top_64,0.0,64,1489,586,0.7337883959044369,0.7254606384360839,0.7235751977575641,0.7449152307605093,0.11312270405441424,0.8331731618505802,0.6467576791808873,0.639607738333853,0.6085858015469157,0.623892508021588,0.051871817279891964,0.6986294964607793,-0.04778156996587024,-0.04883608073304746,-0.04947999011247539,-0.5332244265653806,-0.058780661830723974,-0.12030016990486514,-0.010238907849829393,-0.023146704675367058,-0.01566172690105494,-0.059639268755481645,-0.08418300425156741,-0.08201908390780732
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0_top_128,0.0,128,1489,586,0.735494880546075,0.7292368801155513,0.7273859903829324,1.2780735514744872,0.1819445756561487,0.9174394562022238,0.6774744027303754,0.668663608154054,0.6382326137443777,0.6093628794952555,0.050533474052798025,0.7280078767831735,-0.0460750853242321,-0.04505983905358002,-0.04566919748710707,-6.610585140265357e-05,0.010041209771010473,-0.03603387555322157,0.020477815699658675,0.005909165144833972,0.013985085296407074,-0.0741688972818142,-0.08552134747866134,-0.05264070358541317
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0_top_256,0.0,256,1489,586,0.7815699658703071,0.7742967191691313,0.7730551878700395,1.2781396573258899,0.17190336588513822,0.9534733317554454,0.6569965870307167,0.66275444300922,0.6242475284479706,0.6835317767770697,0.13605482153145937,0.7806485803685866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0.5_top_64,0.5,64,1489,586,0.6109215017064846,0.6070778977615762,0.6074433100964945,0.8477248012647488,0.0941905904156918,0.6988423110573544,0.5307167235494881,0.5118925660326934,0.4913627942063019,0.6853417338853162,0.04570622990150299,0.5752139547654136,-0.1706484641638225,-0.16721882140755517,-0.1656118777735449,-0.43041485606114105,-0.07771277546944641,-0.25463102069809096,-0.12627986348122866,-0.15086187697652664,-0.1328847342416687,0.001809957108246496,-0.09034859162995637,-0.20543462560317305
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0.5_top_128,0.5,128,1489,586,0.7133105802047781,0.7027926802240717,0.6975005776259989,0.9594543347973485,0.18171573478061576,0.895026314985394,0.6194539249146758,0.6310557807373094,0.5900259453422306,0.6699876514518933,0.08670717503771208,0.7061610999523878,-0.06825938566552903,-0.07150403894505963,-0.07555461024404053,-0.3186853225285413,0.009812368895477541,-0.058447016770051374,-0.03754266211604096,-0.03169866227191065,-0.03422158310573997,-0.013544125325176348,-0.04934764649374729,-0.07448748041619879
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_0.5_top_256,0.5,256,1489,586,0.7320819112627986,0.7246581990202596,0.7218554773166423,1.874162657579106,0.2307621161488449,0.9554431642808302,0.6484641638225256,0.6306771784478791,0.6051936159079017,0.7597911065070552,0.15848561588291094,0.8069497797054366,-0.04948805460750849,-0.04963852014887171,-0.051199710553397115,0.5960230002532161,0.05885875026370668,0.0019698325253848514,-0.008532423208191142,-0.03207726456134097,-0.01905391254006894,0.0762593297299855,0.022430794351451566,0.026301199336849934
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_1_top_64,1.0,64,1489,586,0.5972696245733788,0.5967025471719741,0.5960709933486686,0.8711650761089694,0.08955484903457778,0.6846511669874555,0.5273037542662116,0.5438881712767063,0.5040074312411578,0.6947679062855249,0.023757010074196137,0.5510607643404076,-0.1843003412969283,-0.1775941719971572,-0.17698419452137082,-0.40697458121692043,-0.08234851685056044,-0.2688221647679898,-0.12969283276450516,-0.11886627173251374,-0.12024009720681283,0.011236129508455206,-0.11229781145726322,-0.22958781602817901
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_1_top_128,1.0,128,1489,586,0.6450511945392492,0.6406934222894742,0.6410353686269336,0.9130905831132354,0.1419903310668737,0.7870415256061228,0.5938566552901023,0.5711698068385966,0.549434644957033,0.677659226619067,0.05670905097488939,0.648929321119373,-0.13651877133105794,-0.1336032968796571,-0.1320198192431059,-0.3650490742126544,-0.029913034818264517,-0.16643180614932251,-0.06313993174061439,-0.0915846361706234,-0.07481288349093762,-0.005872550158002698,-0.07934577055656998,-0.13171925924921368
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_1_top_256,1.0,256,1489,586,0.6996587030716723,0.6913177965777869,0.6870068269761962,2.239209622463617,0.2520640105725485,0.9513235986863177,0.6501706484641638,0.6379003162442654,0.6095555374989843,0.7166524989928443,0.1307784315797462,0.7809490800439102,-0.08191126279863481,-0.08297892259134443,-0.08604836089384327,0.961069965137727,0.0801606446874103,-0.0021497330691276906,-0.0068259385665528916,-0.024854126764954687,-0.014691990948986322,0.03312072221577467,-0.005276389951713173,0.00030049967532352895
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_2_top_64,2.0,64,1489,586,0.5580204778156996,0.556320738855645,0.5565020780733594,0.9365358363763886,0.12736354751004297,0.6804172220200346,0.5017064846416383,0.49409825842946864,0.46968325791855203,0.6984166321589171,0.04752698934418993,0.5492334739858281,-0.2235494880546075,-0.2179759803134863,-0.21655310979668008,-0.34160382094950126,-0.04453981837509524,-0.2730561097354107,-0.15529010238907848,-0.1686561845797514,-0.15456427052941857,0.014884855381847473,-0.08852783218726944,-0.23141510638275853
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_2_top_128,2.0,128,1489,586,0.6450511945392492,0.6434627935590863,0.6437540475291479,0.9182552178142805,0.12655231498107297,0.7683764212578031,0.5767918088737202,0.559514795183585,0.5358712314767501,0.683192259142124,0.0623025652840766,0.6390943741577968,-0.13651877133105794,-0.13083392561004503,-0.12930114034089157,-0.3598844395116093,-0.04535105090406524,-0.1850969104976422,-0.08020477815699656,-0.103239647825635,-0.08837629697122051,-0.000339517634945663,-0.07375225624738277,-0.14155420621078985
task_aware_fold0_test_fold3_val,20260811,target_over_source_alpha_2_top_256,2.0,256,1489,586,0.6706484641638225,0.6627585956545995,0.662756696903192,3.125450321132168,0.27917515710435664,0.9498236212681792,0.6535836177474402,0.6180199842620224,0.6008482452932117,0.7099033367652725,0.12253621024675543,0.7761198279941957,-0.11092150170648463,-0.11153812351453185,-0.1102984909668474,1.847310663806278,0.10727179121921843,-0.0036497104872661446,-0.0034129692832765013,-0.044734458747197614,-0.02339928315475892,0.026371559988202842,-0.01351861128470394,-0.0045287523743909874
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0_top_64,0.0,64,1512,586,0.6706484641638225,0.6590530450665261,0.6567011474147316,0.843281567234778,0.15052231009331446,0.8211707742571369,0.6825938566552902,0.6600448383887874,0.6368397904921834,0.6186116099626058,0.04289704373658704,0.7102043641167027,-0.09385665529010245,-0.1004520408709142,-0.10151035162236499,-0.6175810910206083,-0.035218025948846654,-0.12713280182906384,-0.005119453924914641,-0.0034965034965035446,-0.00435468880518175,-0.03229595181020384,-0.07605847231288995,-0.09646446251297902
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0_top_128,0.0,128,1512,586,0.71160409556314,0.7048799779902332,0.7030775382755398,1.3144864529063858,0.212163926464324,0.9237680220274638,0.6808873720136519,0.6528217005924013,0.6323084821173921,0.6101172423386948,0.0623415693981087,0.7432289414117605,-0.05290102389078499,-0.0546251079472071,-0.055133960761556855,-0.14637620534900053,0.026423590422162885,-0.024535554058736975,-0.0068259385665528916,-0.010719641292889603,-0.00888599717997307,-0.04079031943411482,-0.05661394665136829,-0.06343988521792121
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0_top_256,0.0,256,1512,586,0.764505119453925,0.7595050859374403,0.7582114990370966,1.4608626582553863,0.1857403360421611,0.9483035760862008,0.6877133105802048,0.6635413418852909,0.6411944792973652,0.6509075617728096,0.11895551604947699,0.8066688266296818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0.5_top_64,0.5,64,1512,586,0.6808873720136519,0.6787357375946687,0.6774295369182702,0.7576897665200816,0.07238028414530193,0.7493138158880894,0.5494880546075085,0.5529820497973363,0.519672131147541,0.7154202309795243,0.0644793102469864,0.613967364854495,-0.08361774744027306,-0.08076934834277161,-0.08078196211882638,-0.7031728917353047,-0.11336005189685919,-0.19898976019811132,-0.1382252559726963,-0.11055929208795456,-0.12152234814982421,0.06451266920671472,-0.05447620580249059,-0.19270146177518677
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0.5_top_128,0.5,128,1512,586,0.7184300341296929,0.7121649815438934,0.7100761979027633,0.8070771290000891,0.14788183636001798,0.8660553628965483,0.6382252559726962,0.6277225958754621,0.5986560702978614,0.6528742509473031,0.07012211570390468,0.708347371676601,-0.0460750853242321,-0.047340104393546856,-0.048135301134333286,-0.6537855292552972,-0.03785849968214314,-0.08224821318965247,-0.0494880546075086,-0.03581874600982882,-0.042538408999503785,0.0019666891744934967,-0.048833400345572306,-0.09832145495308076
current_fold0_test_fold1_val,20260812,target_over_source_alpha_0.5_top_256,0.5,256,1512,586,0.735494880546075,0.7318027756761506,0.7293064829147115,1.9103295021923778,0.22470038289291225,0.9575825089760868,0.6979522184300341,0.6604382878268229,0.6446258055895322,0.6717090465340676,0.10082392561780644,0.7987761440478405,-0.029010238907849928,-0.027702310261289664,-0.028905016122385163,0.44946684393699154,0.038960046850751134,0.009278932889886016,0.010238907849829282,-0.003103054058468002,0.003431326292167025,0.020801484761257982,-0.01813159043167055,-0.007892682581841282
current_fold0_test_fold1_val,20260812,target_over_source_alpha_1_top_64,1.0,64,1512,586,0.621160409556314,0.616620239814751,0.6163290939427779,0.831636009285538,0.06173586184248369,0.6819571529614447,0.5563139931740614,0.539471144566686,0.5165814222075564,0.6945902309628996,0.03294696181697066,0.563199280592841,-0.14334470989761094,-0.14288484612268926,-0.1418824050943187,-0.6292266489698483,-0.12400447419967742,-0.2663464231247561,-0.1313993174061434,-0.12407019731860491,-0.12461305708980874,0.04368266919009001,-0.08600855423250633,-0.2434695460368408
current_fold0_test_fold1_val,20260812,target_over_source_alpha_1_top_128,1.0,128,1512,586,0.6655290102389079,0.6632830471299417,0.6582998488679559,0.928774031164975,0.15448145641012964,0.8152979292536365,0.5784982935153583,0.5768339940314462,0.5450010216431165,0.6988392781045584,0.0816082667562181,0.6601065602715764,-0.0989761092150171,-0.09622203880749858,-0.09991165016914072,-0.5320886270904113,-0.03125887963203147,-0.13300564683256422,-0.10921501706484649,-0.08670734785384471,-0.09619345765424869,0.04793171633174875,-0.03734724929325889,-0.14656226635810532
current_fold0_test_fold1_val,20260812,target_over_source_alpha_1_top_256,1.0,256,1512,586,0.7184300341296929,0.7108218508074069,0.7068092800698796,2.3753238371298266,0.24241991389720313,0.9600600711119269,0.6672354948805461,0.645516903478687,0.6218566649127858,0.6842330004341864,0.12217409267698003,0.789409587557526,-0.0460750853242321,-0.048683235130033364,-0.05140221896721697,0.9144611788744403,0.05667957785504202,0.011756495025726177,-0.020477815699658675,-0.01802443840660395,-0.019337814384579377,0.03332543866137683,0.0032185766275030364,-0.017259239072155763
current_fold0_test_fold1_val,20260812,target_over_source_alpha_2_top_64,2.0,64,1512,586,0.6109215017064846,0.6033312699176926,0.6033550503035944,0.8656972017778323,0.05944865896770967,0.6659438971755719,0.5358361774744027,0.5234659183703769,0.49944729172947444,0.6944037330553153,0.01899799476924579,0.5538981840928543,-0.15358361774744034,-0.15617381601974767,-0.15485644873350224,-0.595165456477554,-0.12629167707445144,-0.28235967891062885,-0.1518771331058021,-0.14007542351491398,-0.14174718756789073,0.04349617128250571,-0.09995752128023119,-0.25277064253682746
current_fold0_test_fold1_val,20260812,target_over_source_alpha_2_top_128,2.0,128,1512,586,0.6638225255972696,0.6597494478452591,0.6590735708387913,0.9574910923340005,0.11745293082221665,0.7812754564194863,0.6006825938566553,0.5818894481314864,0.5580522896039604,0.6831210804037862,0.04604874911727462,0.64673134297393,-0.10068259385665534,-0.09975563809218113,-0.09913792819830536,-0.5033715659213858,-0.06828740521994446,-0.1670281196667145,-0.08703071672354945,-0.08165189375380455,-0.08314218969340481,0.032213518630976545,-0.07290676693220237,-0.15993748365575178
current_fold0_test_fold1_val,20260812,target_over_source_alpha_2_top_256,2.0,256,1512,586,0.6825938566552902,0.6759568134748685,0.6702261167154967,2.991603119651468,0.27587843990532607,0.9582275802710065,0.6569965870307167,0.6425623209062699,0.6152632558868779,0.707014207168319,0.12023824301290785,0.7772348300436246,-0.08191126279863481,-0.0835482724625718,-0.08798538232159991,1.5307404613960816,0.09013810386316495,0.009924004184805768,-0.030716723549488067,-0.020979020979021046,-0.02593122341048726,0.05610664539550936,0.0012827269634308608,-0.029433996586057165
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0_top_64,0.0,64,1489,586,0.7337883959044369,0.7254606384360839,0.7235751977575641,0.7449152307605093,0.11312270405441424,0.8331731618505802,0.6467576791808873,0.639607738333853,0.6085858015469157,0.623892508021588,0.051871817279891964,0.6986294964607793,-0.04778156996587024,-0.04883608073304746,-0.04947999011247539,-0.5332244265653806,-0.058780661830723974,-0.12030016990486514,-0.010238907849829393,-0.023146704675367058,-0.01566172690105494,-0.059639268755481645,-0.08418300425156741,-0.08201908390780732
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0_top_128,0.0,128,1489,586,0.735494880546075,0.7292368801155513,0.7273859903829324,1.2780735514744872,0.1819445756561487,0.9174394562022238,0.6774744027303754,0.668663608154054,0.6382326137443777,0.6093628794952555,0.050533474052798025,0.7280078767831735,-0.0460750853242321,-0.04505983905358002,-0.04566919748710707,-6.610585140265357e-05,0.010041209771010473,-0.03603387555322157,0.020477815699658675,0.005909165144833972,0.013985085296407074,-0.0741688972818142,-0.08552134747866134,-0.05264070358541317
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0_top_256,0.0,256,1489,586,0.7815699658703071,0.7742967191691313,0.7730551878700395,1.2781396573258899,0.17190336588513822,0.9534733317554454,0.6569965870307167,0.66275444300922,0.6242475284479706,0.6835317767770697,0.13605482153145937,0.7806485803685866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0.5_top_64,0.5,64,1489,586,0.6109215017064846,0.6070778977615762,0.6074433100964945,0.8477248012647488,0.0941905904156918,0.6988423110573544,0.5307167235494881,0.5118925660326934,0.4913627942063019,0.6853417338853162,0.04570622990150299,0.5752139547654136,-0.1706484641638225,-0.16721882140755517,-0.1656118777735449,-0.43041485606114105,-0.07771277546944641,-0.25463102069809096,-0.12627986348122866,-0.15086187697652664,-0.1328847342416687,0.001809957108246496,-0.09034859162995637,-0.20543462560317305
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0.5_top_128,0.5,128,1489,586,0.7133105802047781,0.7027926802240717,0.6975005776259989,0.9594543347973485,0.18171573478061576,0.895026314985394,0.6194539249146758,0.6310557807373094,0.5900259453422306,0.6699876514518933,0.08670717503771208,0.7061610999523878,-0.06825938566552903,-0.07150403894505963,-0.07555461024404053,-0.3186853225285413,0.009812368895477541,-0.058447016770051374,-0.03754266211604096,-0.03169866227191065,-0.03422158310573997,-0.013544125325176348,-0.04934764649374729,-0.07448748041619879
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_0.5_top_256,0.5,256,1489,586,0.7320819112627986,0.7246581990202596,0.7218554773166423,1.874162657579106,0.2307621161488449,0.9554431642808302,0.6484641638225256,0.6306771784478791,0.6051936159079017,0.7597911065070552,0.15848561588291094,0.8069497797054366,-0.04948805460750849,-0.04963852014887171,-0.051199710553397115,0.5960230002532161,0.05885875026370668,0.0019698325253848514,-0.008532423208191142,-0.03207726456134097,-0.01905391254006894,0.0762593297299855,0.022430794351451566,0.026301199336849934
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_1_top_64,1.0,64,1489,586,0.5972696245733788,0.5967025471719741,0.5960709933486686,0.8711650761089694,0.08955484903457778,0.6846511669874555,0.5273037542662116,0.5438881712767063,0.5040074312411578,0.6947679062855249,0.023757010074196137,0.5510607643404076,-0.1843003412969283,-0.1775941719971572,-0.17698419452137082,-0.40697458121692043,-0.08234851685056044,-0.2688221647679898,-0.12969283276450516,-0.11886627173251374,-0.12024009720681283,0.011236129508455206,-0.11229781145726322,-0.22958781602817901
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_1_top_128,1.0,128,1489,586,0.6450511945392492,0.6406934222894742,0.6410353686269336,0.9130905831132354,0.1419903310668737,0.7870415256061228,0.5938566552901023,0.5711698068385966,0.549434644957033,0.677659226619067,0.05670905097488939,0.648929321119373,-0.13651877133105794,-0.1336032968796571,-0.1320198192431059,-0.3650490742126544,-0.029913034818264517,-0.16643180614932251,-0.06313993174061439,-0.0915846361706234,-0.07481288349093762,-0.005872550158002698,-0.07934577055656998,-0.13171925924921368
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_1_top_256,1.0,256,1489,586,0.6996587030716723,0.6913177965777869,0.6870068269761962,2.239209622463617,0.2520640105725485,0.9513235986863177,0.6501706484641638,0.6379003162442654,0.6095555374989843,0.7166524989928443,0.1307784315797462,0.7809490800439102,-0.08191126279863481,-0.08297892259134443,-0.08604836089384327,0.961069965137727,0.0801606446874103,-0.0021497330691276906,-0.0068259385665528916,-0.024854126764954687,-0.014691990948986322,0.03312072221577467,-0.005276389951713173,0.00030049967532352895
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_2_top_64,2.0,64,1489,586,0.5580204778156996,0.556320738855645,0.5565020780733594,0.9365358363763886,0.12736354751004297,0.6804172220200346,0.5017064846416383,0.49409825842946864,0.46968325791855203,0.6984166321589171,0.04752698934418993,0.5492334739858281,-0.2235494880546075,-0.2179759803134863,-0.21655310979668008,-0.34160382094950126,-0.04453981837509524,-0.2730561097354107,-0.15529010238907848,-0.1686561845797514,-0.15456427052941857,0.014884855381847473,-0.08852783218726944,-0.23141510638275853
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_2_top_128,2.0,128,1489,586,0.6450511945392492,0.6434627935590863,0.6437540475291479,0.9182552178142805,0.12655231498107297,0.7683764212578031,0.5767918088737202,0.559514795183585,0.5358712314767501,0.683192259142124,0.0623025652840766,0.6390943741577968,-0.13651877133105794,-0.13083392561004503,-0.12930114034089157,-0.3598844395116093,-0.04535105090406524,-0.1850969104976422,-0.08020477815699656,-0.103239647825635,-0.08837629697122051,-0.000339517634945663,-0.07375225624738277,-0.14155420621078985
task_aware_fold0_test_fold3_val,20260812,target_over_source_alpha_2_top_256,2.0,256,1489,586,0.6706484641638225,0.6627585956545995,0.662756696903192,3.125450321132168,0.27917515710435664,0.9498236212681792,0.6535836177474402,0.6180199842620224,0.6008482452932117,0.7099033367652725,0.12253621024675543,0.7761198279941957,-0.11092150170648463,-0.11153812351453185,-0.1102984909668474,1.847310663806278,0.10727179121921843,-0.0036497104872661446,-0.0034129692832765013,-0.044734458747197614,-0.02339928315475892,0.026371559988202842,-0.01351861128470394,-0.0045287523743909874
current_fold0_test_fold1_val,20260813,target_over_source_alpha_0_top_64,0.0,64,1512,586,0.6706484641638225,0.6590530450665261,0.6567011474147316,0.843281567234778,0.15052231009331446,0.8211707742571369,0.6825938566552902,0.6600448383887874,0.6368397904921834,0.6186116099626058,0.04289704373658704,0.7102043641167027,-0.09385665529010245,-0.1004520408709142,-0.10151035162236499,-0.6175810910206083,-0.035218025948846654,-0.12713280182906384,-0.005119453924914641,-0.0034965034965035446,-0.00435468880518175,-0.03229595181020384,-0.07605847231288995,-0.09646446251297902
