sample_tag,split_role,project_id,activity_id,member,variant,png_path,pearson_r,mae,rmse,top_band_mae,bottom_band_mae,border_mae,center_mae
val__011__011_1__Path1,val,011,011.1,011/011.1/Radargrams/Path1.sgy,amplitude_jitter,rendered/amplitude_jitter/val__011__011_1__Path1__amplitude_jitter.png,0.9999999999999407,2.9624359854096838e-08,3.3409378374926746e-08,2.8936414153690748e-08,3.2586310538818e-08,3.0245821847074694e-08,2.9529829248531314e-08
val__011__011_1__Path1,val,011,011.1,011/011.1/Radargrams/Path1.sgy,remove_top_band,rendered/remove_top_band/val__011__011_1__Path1__remove_top_band.png,0.999991263630828,3.336822192068212e-05,0.00018951980746351182,0.0007118553621694446,0.0,0.00025501978234387934,0.0
val__011__011_1__Path1,val,011,011.1,011/011.1/Radargrams/Path1.sgy,remove_bottom_band,rendered/remove_bottom_band/val__011__011_1__Path1__remove_bottom_band.png,0.999998839185607,1.1641853234323207e-05,6.909861986059695e-05,0.0,0.0002483595453668386,8.93983815331012e-05,0.0
val__011__011_1__Path1,val,011,011.1,011/011.1/Radargrams/Path1.sgy,remove_border,rendered/remove_border/val__011__011_1__Path1__remove_border.png,0.9634469121557394,0.001000264659523964,0.012144621461629868,0.0007740334258414805,0.00034726576996035874,0.005183729808777571,0.00033941486617550254
val__011__011_1__Path1,val,011,011.1,011/011.1/Radargrams/Path1.sgy,time_reverse,rendered/time_reverse/val__011__011_1__Path1__time_reverse.png,-0.0023063964040687733,0.023313390091061592,0.06416048109531403,0.0008063908899202943,0.0008063908899202943,0.009983872063457966,0.025308603420853615
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,original,rendered/original/val__011__011_10__Profile_6395__original.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,log_clip,rendered/log_clip/val__011__011_10__Profile_6395__log_clip.png,0.5507784320267817,0.1792176365852356,0.20948199927806854,0.1479325294494629,0.14005154371261597,0.16052411496639252,0.18278439342975616
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,zscore_clip,rendered/zscore_clip/val__011__011_10__Profile_6395__zscore_clip.png,0.9336258139592589,0.09935106337070465,0.10632292181253433,0.09254487603902817,0.0922207161784172,0.09540554881095886,0.10011043399572372
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,amplitude_jitter,rendered/amplitude_jitter/val__011__011_10__Profile_6395__amplitude_jitter.png,0.999999999999963,1.3944514876129688e-08,2.081305261469879e-08,1.3814617894070125e-08,1.3421392885959449e-08,1.3773998830401979e-08,1.3982488944463967e-08
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,remove_top_band,rendered/remove_top_band/val__011__011_10__Profile_6395__remove_top_band.png,0.999993419465135,3.609179475461133e-05,0.00020643314928747714,0.0007699583075009286,0.0,0.00022527604596689343,0.0
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,remove_bottom_band,rendered/remove_bottom_band/val__011__011_10__Profile_6395__remove_bottom_band.png,0.9999987595438756,1.540693483548239e-05,8.961358980741352e-05,0.0,0.0003286812570877373,9.563200728734955e-05,0.0
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,remove_border,rendered/remove_border/val__011__011_10__Profile_6395__remove_border.png,0.9660679154956328,0.0011831375304609537,0.014691527001559734,0.0007596301147714257,0.0003152998397126794,0.006833537947386503,0.0
val__011__011_10__Profile_6395,val,011,011.10,011/011.10/Radargrams/Profile_6395.sgy,time_reverse,rendered/time_reverse/val__011__011_10__Profile_6395__time_reverse.png,-0.0023899385133499167,0.030517704784870148,0.08053702861070633,0.000933453906327486,0.000933453906327486,0.013444751501083374,0.033809881657361984
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,original,rendered/original/val__011__011_11__Profile_6131__original.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,log_clip,rendered/log_clip/val__011__011_11__Profile_6131__log_clip.png,0.5309499321164349,0.18277953565120697,0.20570556819438934,0.14282341301441193,0.13096603751182556,0.1618337780237198,0.18716782331466675
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,zscore_clip,rendered/zscore_clip/val__011__011_11__Profile_6131__zscore_clip.png,0.934236206738048,0.07421247661113739,0.08792655915021896,0.06316506862640381,0.06289847940206528,0.06974676996469498,0.07512626051902771
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,amplitude_jitter,rendered/amplitude_jitter/val__011__011_11__Profile_6131__amplitude_jitter.png,0.9999999999999413,8.793537453755107e-09,1.6489062559799095e-08,9.046421389768966e-09,8.605071322165259e-09,8.783632488018611e-09,8.798716422120378e-09
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,remove_top_band,rendered/remove_top_band/val__011__011_11__Profile_6131__remove_top_band.png,0.9999935794522116,2.971764115500264e-05,0.00017252906400244683,0.0006339763640426099,0.0,0.0001705952745396644,0.0
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,remove_bottom_band,rendered/remove_bottom_band/val__011__011_11__Profile_6131__remove_bottom_band.png,0.9999984397539674,1.4419396393350326e-05,8.510246698278934e-05,0.0,0.0003076137800235301,8.395465556532145e-05,0.0
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,remove_border,rendered/remove_border/val__011__011_11__Profile_6131__remove_border.png,0.9456225758965446,0.0014524548314511776,0.015653293579816818,0.0006247315322980285,0.00029322257614694536,0.007660777773708105,0.0
val__011__011_11__Profile_6131,val,011,011.11,011/011.11/Radargrams/Profile_6131.sgy,time_reverse,rendered/time_reverse/val__011__011_11__Profile_6131__time_reverse.png,-0.00223426460028416,0.025964314118027687,0.06813443452119827,0.0007713880040682852,0.0007713880040682852,0.015041847713291645,0.028222758322954178
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,original,rendered/original/test__010__010_1__Path1__original.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,log_clip,rendered/log_clip/test__010__010_1__Path1__log_clip.png,0.5810661816932953,0.20862779021263123,0.22500014305114746,0.18115878105163574,0.12198664993047714,0.1905532330274582,0.21271060407161713
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,zscore_clip,rendered/zscore_clip/test__010__010_1__Path1__zscore_clip.png,0.9677707050366295,0.020153772085905075,0.050704967230558395,0.003922967705875635,0.0002944483421742916,0.011535312980413437,0.022137632593512535
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,amplitude_jitter,rendered/amplitude_jitter/test__010__010_1__Path1__amplitude_jitter.png,0.999999999999976,8.136690432536398e-09,1.8823993030991915e-08,7.794047185427644e-09,3.528604297642346e-09,7.286623748825605e-09,8.342238899672338e-09
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,remove_top_band,rendered/remove_top_band/test__010__010_1__Path1__remove_top_band.png,0.9726865210340716,0.004223748110234737,0.01999339461326599,0.09010662883520126,0.0,0.022142430767416954,0.0
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,remove_bottom_band,rendered/remove_bottom_band/test__010__010_1__Path1__remove_bottom_band.png,0.9999989933283049,1.9652927221613936e-05,0.00011715236905729398,0.0,0.0004192624182906002,0.00011106829333584756,0.0
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,remove_border,rendered/remove_border/test__010__010_1__Path1__remove_border.png,0.9434753829854968,0.003307970706373453,0.027215484529733658,0.003598693758249283,0.0002820617810357362,0.016061780974268913,0.0
test__010__010_1__Path1,test,010,010.1,010/010.1/Radargrams/Path1.sgy,time_reverse,rendered/time_reverse/test__010__010_1__Path1__time_reverse.png,-0.0006457582900639262,0.05574130266904831,0.1161605641245842,0.0037639932706952095,0.0037639932706952095,0.03161012381315231,0.06127568334341049
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,original,rendered/original/test__010__010_10__Path1__original.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,log_clip,rendered/log_clip/test__010__010_10__Path1__log_clip.png,0.637215665729012,0.20722389221191406,0.2266538441181183,0.1969645917415619,0.10594600439071655,0.18493521213531494,0.21400494873523712
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,zscore_clip,rendered/zscore_clip/test__010__010_10__Path1__zscore_clip.png,0.968124156320274,0.047746747732162476,0.07812607288360596,0.023639768362045288,0.022468693554401398,0.03980976715683937,0.050192367285490036
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,amplitude_jitter,rendered/amplitude_jitter/test__010__010_10__Path1__amplitude_jitter.png,0.9999999999999007,2.3266284898681988e-08,3.6619947962890365e-08,2.3637461765702028e-08,2.0956131052685123e-08,2.287090694608196e-08,2.3387132230823227e-08
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,remove_top_band,rendered/remove_top_band/test__010__010_10__Path1__remove_top_band.png,0.9902799656465254,0.001548917731270194,0.009002003818750381,0.03304357826709747,0.0,0.006274881307035685,0.00015440584684256464
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,remove_bottom_band,rendered/remove_bottom_band/test__010__010_10__Path1__remove_bottom_band.png,0.9999995234795523,1.0747623491624836e-05,6.248267891351134e-05,0.0,0.00022928262478671968,4.0270184399560094e-05,1.128616304413299e-06
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,remove_border,rendered/remove_border/test__010__010_10__Path1__remove_border.png,0.9092553510309664,0.00473944004625082,0.02664054185152054,0.001511131995357573,0.0001612800406292081,0.016926391050219536,0.0
test__010__010_10__Path1,test,010,010.10,010/010.10/Radargrams/Path1.sgy,time_reverse,rendered/time_reverse/test__010__010_10__Path1__time_reverse.png,0.0007301062052227488,0.04928590729832649,0.09048087149858475,0.0023388033732771873,0.002338803606107831,0.03338203579187393,0.05425231531262398
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,original,rendered/original/test__010__010_11__Path1__original.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,log_clip,rendered/log_clip/test__010__010_11__Path1__log_clip.png,0.5534643616239614,0.22477519512176514,0.23963910341262817,0.1886250376701355,0.12876930832862854,0.19017821550369263,0.23165105283260345
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,zscore_clip,rendered/zscore_clip/test__010__010_11__Path1__zscore_clip.png,0.9656236309944863,0.018209101632237434,0.04397265985608101,0.0010393118718639016,0.00043384765740484,0.00880227517336607,0.02006261609494686
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,amplitude_jitter,rendered/amplitude_jitter/test__010__010_11__Path1__amplitude_jitter.png,0.9999999999999767,1.0394235694377585e-08,2.1787947446227918e-08,1.141853989139463e-08,7.780696975601131e-09,1.018946704789414e-08,1.045150010980933e-08
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,remove_top_band,rendered/remove_top_band/test__010__010_11__Path1__remove_top_band.png,0.9987313648516924,0.0005343274679034948,0.004352306481450796,0.011398986913263798,0.0,0.0031377363484352827,0.0
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,remove_bottom_band,rendered/remove_bottom_band/test__010__010_11__Path1__remove_bottom_band.png,0.999998850818318,2.1711350200348534e-05,0.00013148447033017874,0.0,0.00046317538362927735,0.00013334458344615996,0.0
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,remove_border,rendered/remove_border/test__010__010_11__Path1__remove_border.png,0.9563466159274887,0.0025750708300620317,0.025227343663573265,0.001294054090976715,0.00032295993878506124,0.014481554739177227,0.0
test__010__010_11__Path1,test,010,010.11,010/010.11/Radargrams/Path1.sgy,time_reverse,rendered/time_reverse/test__010__010_11__Path1__time_reverse.png,0.00048263542483586134,0.05832323059439659,0.12205320596694946,0.0011639875592663884,0.0011639876756817102,0.028126440942287445,0.06426279246807098
