target_field,records,selected_model,model,variant,val_balanced_accuracy,test_balanced_accuracy,balanced_accuracy_delta_vs_original,test_macro_f1,macro_f1_delta_vs_original,prediction_flip_rate_vs_original,n_predicted_classes_not_in_test,predicted_classes_not_in_test
Utility crossing,84,dummy_majority,extra_trees,remove_top_band,0.5,0.5,0.07500000000000001,0.4878048780487805,0.040436456996148895,0.14285714285714285,0.0,
Utility crossing,84,dummy_majority,extra_trees,remove_bottom_band,0.5,0.475,0.04999999999999999,0.475,0.027631578947368396,0.09523809523809523,0.0,
Utility crossing,84,dummy_majority,extra_trees,remove_border,0.5,0.475,0.04999999999999999,0.475,0.027631578947368396,0.09523809523809523,0.0,
Utility crossing,84,dummy_majority,extra_trees,time_reverse,0.5,0.45,0.025000000000000022,0.46153846153846156,0.014170040485829982,0.047619047619047616,0.0,
Utility crossing,84,dummy_majority,rbf_svm,original,0.4642857142857143,0.85,0.0,0.5367647058823529,0.0,0.0,0.0,
Utility crossing,84,dummy_majority,rbf_svm,log_clip,0.4642857142857143,0.5,-0.35,0.4878048780487805,-0.048959827833572445,0.3333333333333333,0.0,
Utility crossing,84,dummy_majority,rbf_svm,zscore_clip,0.4642857142857143,0.5,-0.35,0.4878048780487805,-0.048959827833572445,0.3333333333333333,0.0,
Utility crossing,84,dummy_majority,rbf_svm,amplitude_jitter,0.4642857142857143,0.325,-0.5249999999999999,0.38235294117647056,-0.15441176470588236,0.09523809523809523,0.0,
Utility crossing,84,dummy_majority,rbf_svm,remove_top_band,0.4642857142857143,0.5,-0.35,0.4878048780487805,-0.048959827833572445,0.3333333333333333,0.0,
Utility crossing,84,dummy_majority,rbf_svm,remove_bottom_band,0.4642857142857143,0.925,0.07500000000000007,0.6594594594594595,0.12269475357710657,0.14285714285714285,0.0,
Utility crossing,84,dummy_majority,rbf_svm,remove_border,0.4642857142857143,0.375,-0.475,0.4166666666666667,-0.12009803921568624,0.19047619047619047,0.0,
Utility crossing,84,dummy_majority,rbf_svm,time_reverse,0.4642857142857143,0.5,-0.35,0.4878048780487805,-0.048959827833572445,0.3333333333333333,0.0,
Construction workers,93,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,
Construction workers,93,dummy_majority,extra_trees,original,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,None
Construction workers,93,dummy_majority,extra_trees,log_clip,0.14285714285714285,0.5,0.5,0.3684210526315789,0.3684210526315789,1.0,0.0,
Construction workers,93,dummy_majority,extra_trees,zscore_clip,0.14285714285714285,0.5,0.5,0.3684210526315789,0.3684210526315789,1.0,0.0,
Construction workers,93,dummy_majority,extra_trees,amplitude_jitter,0.14285714285714285,0.32142857142857145,0.32142857142857145,0.20689655172413793,0.20689655172413793,0.625,1.0,None
Construction workers,93,dummy_majority,extra_trees,remove_top_band,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14814814814814814,0.14814814814814814,0.16666666666666666,1.0,None
Construction workers,93,dummy_majority,extra_trees,remove_bottom_band,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,None
Construction workers,93,dummy_majority,extra_trees,remove_border,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.4166666666666667,1.0,None
Construction workers,93,dummy_majority,extra_trees,time_reverse,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,None
Construction workers,93,dummy_majority,rbf_svm,original,0.2857142857142857,0.10714285714285714,0.0,0.10526315789473684,0.0,0.0,1.0,None
Construction workers,93,dummy_majority,rbf_svm,log_clip,0.2857142857142857,0.5,0.39285714285714285,0.3684210526315789,0.2631578947368421,0.7916666666666666,0.0,
Construction workers,93,dummy_majority,rbf_svm,zscore_clip,0.2857142857142857,0.5,0.39285714285714285,0.3684210526315789,0.2631578947368421,0.7916666666666666,0.0,
Construction workers,93,dummy_majority,rbf_svm,amplitude_jitter,0.2857142857142857,0.17857142857142858,0.07142857142857144,0.1388888888888889,0.03362573099415206,0.20833333333333334,1.0,None
Construction workers,93,dummy_majority,rbf_svm,remove_top_band,0.2857142857142857,0.4642857142857143,0.35714285714285715,0.23423423423423426,0.12897107633949742,0.8333333333333334,1.0,None
Construction workers,93,dummy_majority,rbf_svm,remove_bottom_band,0.2857142857142857,0.07142857142857142,-0.03571428571428571,0.07017543859649122,-0.03508771929824561,0.16666666666666666,1.0,None
Construction workers,93,dummy_majority,rbf_svm,remove_border,0.2857142857142857,0.25,0.14285714285714285,0.15053763440860216,0.04527447651386532,0.5,1.0,None
Construction workers,93,dummy_majority,rbf_svm,time_reverse,0.2857142857142857,0.5,0.39285714285714285,0.3684210526315789,0.2631578947368421,0.7916666666666666,0.0,
