seed,dose,metric,value
20260813,0.05,correct_mean_confidence,0.9215829941330841
20260813,0.05,incorrect_mean_confidence,0.7145242229929736
20260813,0.05,ece_10bin,0.01732625055881082
20260813,0.05,worst_class_recall,0.75625
20260813,0.05,class_recall_spread,0.2334935897435898
20260813,0.05,prediction_entropy,0.98207287387133
20260813,0.10,accuracy,0.8792184724689165
20260813,0.10,balanced_accuracy,0.8705128205128205
20260813,0.10,macro_f1,0.8723351960488789
20260813,0.10,mean_confidence,0.9083286112687236
20260813,0.10,correct_mean_confidence,0.9295850724815907
20260813,0.10,incorrect_mean_confidence,0.7535940774397643
20260813,0.10,ece_10bin,0.03628614964357416
20260813,0.10,worst_class_recall,0.7375
20260813,0.10,class_recall_spread,0.24711538461538463
20260813,0.10,prediction_entropy,0.9808430204254823
20260813,0.20,accuracy,0.8945454545454545
20260813,0.20,balanced_accuracy,0.8838487308336554
20260813,0.20,macro_f1,0.8858662308886913
20260813,0.20,mean_confidence,0.9100964630869118
20260813,0.20,correct_mean_confidence,0.9302425946027983
20260813,0.20,incorrect_mean_confidence,0.7392016922969765
20260813,0.20,ece_10bin,0.04064067392461522
20260813,0.20,worst_class_recall,0.7371794871794872
20260813,0.20,class_recall_spread,0.25256410256410255
20260813,0.20,prediction_entropy,0.9794961070733056
20260813,0.40,accuracy,0.916
20260813,0.40,balanced_accuracy,0.9025833154262218
20260813,0.40,macro_f1,0.9067094468060021
20260813,0.40,mean_confidence,0.9156438269121732
20260813,0.40,correct_mean_confidence,0.9348609445594749
20260813,0.40,incorrect_mean_confidence,0.7060857344725511
20260813,0.40,ece_10bin,0.018738640901899722
20260813,0.40,worst_class_recall,0.7573529411764706
20260813,0.40,class_recall_spread,0.23171809707489555
20260813,0.40,prediction_entropy,0.9726545125009243
20260814,0.00,accuracy,0.8668941979522184
20260814,0.00,balanced_accuracy,0.8566422877929859
20260814,0.00,macro_f1,0.857873240491165
20260814,0.00,mean_confidence,0.9017616261349142
20260814,0.00,correct_mean_confidence,0.9264223179019447
20260814,0.00,incorrect_mean_confidence,0.7411509669342536
20260814,0.00,ece_10bin,0.03557466492435703
20260814,0.00,worst_class_recall,0.6904761904761905
20260814,0.00,class_recall_spread,0.2995735607675907
20260814,0.00,prediction_entropy,0.974294200525518
20260814,0.05,accuracy,0.8717047451669596
20260814,0.05,balanced_accuracy,0.8624547720663593
20260814,0.05,macro_f1,0.8634843603787702
20260814,0.05,mean_confidence,0.8998838762551357
20260814,0.05,correct_mean_confidence,0.9257357585406838
20260814,0.05,incorrect_mean_confidence,0.7242327308629173
20260814,0.05,ece_10bin,0.030296260970612447
20260814,0.05,worst_class_recall,0.7098765432098766
20260814,0.05,class_recall_spread,0.27976076248960524
20260814,0.05,prediction_entropy,0.9774592592914819
20260814,0.10,accuracy,0.8756660746003553
20260814,0.10,balanced_accuracy,0.8682102455850297
20260814,0.10,macro_f1,0.8695201263339593
20260814,0.10,mean_confidence,0.9056164035132236
20260814,0.10,correct_mean_confidence,0.9282005836325709
20260814,0.10,incorrect_mean_confidence,0.7465592492441077
20260814,0.10,ece_10bin,0.03606281589562947
20260814,0.10,worst_class_recall,0.7407407407407407
20260814,0.10,class_recall_spread,0.23853387065822307
20260814,0.10,prediction_entropy,0.9836115242145073
20260814,0.20,accuracy,0.9054545454545454
20260814,0.20,balanced_accuracy,0.8990571686609479
20260814,0.20,macro_f1,0.9002639002639002
20260814,0.20,mean_confidence,0.90526866922145
20260814,0.20,correct_mean_confidence,0.9228129266590851
20260814,0.20,incorrect_mean_confidence,0.7372486652994829
20260814,0.20,ece_10bin,0.016641711069260247
20260814,0.20,worst_class_recall,0.8129032258064516
20260814,0.20,class_recall_spread,0.17689269256089535
20260814,0.20,prediction_entropy,0.9875175607282249
20260814,0.40,accuracy,0.914
20260814,0.40,balanced_accuracy,0.9025152369105266
20260814,0.40,macro_f1,0.9063227496202592
20260814,0.40,mean_confidence,0.9214254793217691
20260814,0.40,correct_mean_confidence,0.9377480141845438
20260814,0.40,incorrect_mean_confidence,0.7479510971755366
20260814,0.40,ece_10bin,0.01894096715079158
20260814,0.40,worst_class_recall,0.7737226277372263
20260814,0.40,class_recall_spread,0.20429935028475166
20260814,0.40,prediction_entropy,0.9764002761524277
20260815,0.00,accuracy,0.8668941979522184
20260815,0.00,balanced_accuracy,0.8566422877929859
20260815,0.00,macro_f1,0.857873240491165
20260815,0.00,mean_confidence,0.9011741710536848
20260815,0.00,correct_mean_confidence,0.9260177585549916
20260815,0.00,incorrect_mean_confidence,0.7393723447631235
20260815,0.00,ece_10bin,0.03529757499601858
20260815,0.00,worst_class_recall,0.6904761904761905
20260815,0.00,class_recall_spread,0.2995735607675907
20260815,0.00,prediction_entropy,0.974294200525518
20260815,0.05,accuracy,0.8857644991212654
20260815,0.05,balanced_accuracy,0.8782744740384958
20260815,0.05,macro_f1,0.8795463087939991
20260815,0.05,mean_confidence,0.9011795162844409
20260815,0.05,correct_mean_confidence,0.9233662188782648
20260815,0.05,incorrect_mean_confidence,0.7291472377107924
20260815,0.05,ece_10bin,0.0245892864517969
20260815,0.05,worst_class_recall,0.7577639751552795
20260815,0.05,class_recall_spread,0.22677210731894737
20260815,0.05,prediction_entropy,0.9821471105628001
20260815,0.10,accuracy,0.8916518650088809
20260815,0.10,balanced_accuracy,0.8823634624004413
20260815,0.10,macro_f1,0.884726181311353
20260815,0.10,mean_confidence,0.8982787018725074
20260815,0.10,correct_mean_confidence,0.9208002789169427
20260815,0.10,incorrect_mean_confidence,0.7129371989822351
20260815,0.10,ece_10bin,0.03183303036596368
20260815,0.10,worst_class_recall,0.7391304347826086
20260815,0.10,class_recall_spread,0.2505602868668759
20260815,0.10,prediction_entropy,0.9762465185329092
20260815,0.20,accuracy,0.8781818181818182
20260815,0.20,balanced_accuracy,0.8646179616028862
20260815,0.20,macro_f1,0.8677671770832257
20260815,0.20,mean_confidence,0.9084518761514871
20260815,0.20,correct_mean_confidence,0.9316082320764718
20260815,0.20,incorrect_mean_confidence,0.7415187431400309
20260815,0.20,ece_10bin,0.034438074502587276
20260815,0.20,worst_class_recall,0.6794871794871795
20260815,0.20,class_recall_spread,0.31025641025641026
20260815,0.20,prediction_entropy,0.9644793785215198
20260815,0.40,accuracy,0.904
20260815,0.40,balanced_accuracy,0.8939710307333391
20260815,0.40,macro_f1,0.895967411594916
20260815,0.40,mean_confidence,0.915680123152712
20260815,0.40,correct_mean_confidence,0.9355766703383449
20260815,0.40,incorrect_mean_confidence,0.7283209704880025
20260815,0.40,ece_10bin,0.025980829589575156
20260815,0.40,worst_class_recall,0.7867647058823529
20260815,0.40,class_recall_spread,0.2023063323690132
20260815,0.40,prediction_entropy,0.983481202613656
