seed,direction,method,metric,value
20260812,synthetic_to_real_world,delta_mean_std_minus_baseline,macro_f1,0.10822047564056869
20260812,synthetic_to_real_world,delta_coral_minus_baseline,accuracy,-0.009999999999999953
20260812,synthetic_to_real_world,delta_coral_minus_baseline,balanced_accuracy,-0.01000000000000012
20260812,synthetic_to_real_world,delta_coral_minus_baseline,macro_f1,0.06802033930942175
20260812,real_world_to_synthetic,baseline_source_only,accuracy,0.3511111111111111
20260812,real_world_to_synthetic,baseline_source_only,balanced_accuracy,0.3511111111111111
20260812,real_world_to_synthetic,baseline_source_only,macro_f1,0.20336096463118916
20260812,real_world_to_synthetic,mean_std_unlabeled_target,accuracy,0.4777777777777778
20260812,real_world_to_synthetic,mean_std_unlabeled_target,balanced_accuracy,0.4777777777777778
20260812,real_world_to_synthetic,mean_std_unlabeled_target,macro_f1,0.4742066405750891
20260812,real_world_to_synthetic,coral_unlabeled_target,accuracy,0.43333333333333335
20260812,real_world_to_synthetic,coral_unlabeled_target,balanced_accuracy,0.43333333333333335
20260812,real_world_to_synthetic,coral_unlabeled_target,macro_f1,0.4223442442335715
20260812,real_world_to_synthetic,delta_mean_std_minus_baseline,accuracy,0.1266666666666667
20260812,real_world_to_synthetic,delta_mean_std_minus_baseline,balanced_accuracy,0.1266666666666667
20260812,real_world_to_synthetic,delta_mean_std_minus_baseline,macro_f1,0.27084567594389997
20260812,real_world_to_synthetic,delta_coral_minus_baseline,accuracy,0.08222222222222225
20260812,real_world_to_synthetic,delta_coral_minus_baseline,balanced_accuracy,0.08222222222222225
20260812,real_world_to_synthetic,delta_coral_minus_baseline,macro_f1,0.2189832796023823
20260813,synthetic_to_real_world,baseline_source_only,accuracy,0.43666666666666665
20260813,synthetic_to_real_world,baseline_source_only,balanced_accuracy,0.4366666666666667
20260813,synthetic_to_real_world,baseline_source_only,macro_f1,0.3423478099492822
20260813,synthetic_to_real_world,mean_std_unlabeled_target,accuracy,0.4633333333333333
20260813,synthetic_to_real_world,mean_std_unlabeled_target,balanced_accuracy,0.4633333333333334
20260813,synthetic_to_real_world,mean_std_unlabeled_target,macro_f1,0.4505682855898509
20260813,synthetic_to_real_world,coral_unlabeled_target,accuracy,0.4266666666666667
20260813,synthetic_to_real_world,coral_unlabeled_target,balanced_accuracy,0.4266666666666666
20260813,synthetic_to_real_world,coral_unlabeled_target,macro_f1,0.41036814925870396
20260813,synthetic_to_real_world,delta_mean_std_minus_baseline,accuracy,0.026666666666666672
20260813,synthetic_to_real_world,delta_mean_std_minus_baseline,balanced_accuracy,0.026666666666666672
20260813,synthetic_to_real_world,delta_mean_std_minus_baseline,macro_f1,0.10822047564056869
20260813,synthetic_to_real_world,delta_coral_minus_baseline,accuracy,-0.009999999999999953
20260813,synthetic_to_real_world,delta_coral_minus_baseline,balanced_accuracy,-0.01000000000000012
20260813,synthetic_to_real_world,delta_coral_minus_baseline,macro_f1,0.06802033930942175
20260813,real_world_to_synthetic,baseline_source_only,accuracy,0.3511111111111111
20260813,real_world_to_synthetic,baseline_source_only,balanced_accuracy,0.3511111111111111
20260813,real_world_to_synthetic,baseline_source_only,macro_f1,0.20336096463118916
20260813,real_world_to_synthetic,mean_std_unlabeled_target,accuracy,0.4777777777777778
20260813,real_world_to_synthetic,mean_std_unlabeled_target,balanced_accuracy,0.4777777777777778
20260813,real_world_to_synthetic,mean_std_unlabeled_target,macro_f1,0.4742066405750891
20260813,real_world_to_synthetic,coral_unlabeled_target,accuracy,0.43333333333333335
20260813,real_world_to_synthetic,coral_unlabeled_target,balanced_accuracy,0.43333333333333335
20260813,real_world_to_synthetic,coral_unlabeled_target,macro_f1,0.4223442442335715
20260813,real_world_to_synthetic,delta_mean_std_minus_baseline,accuracy,0.1266666666666667
20260813,real_world_to_synthetic,delta_mean_std_minus_baseline,balanced_accuracy,0.1266666666666667
20260813,real_world_to_synthetic,delta_mean_std_minus_baseline,macro_f1,0.27084567594389997
20260813,real_world_to_synthetic,delta_coral_minus_baseline,accuracy,0.08222222222222225
20260813,real_world_to_synthetic,delta_coral_minus_baseline,balanced_accuracy,0.08222222222222225
20260813,real_world_to_synthetic,delta_coral_minus_baseline,macro_f1,0.2189832796023823
20260814,synthetic_to_real_world,baseline_source_only,accuracy,0.43666666666666665
20260814,synthetic_to_real_world,baseline_source_only,balanced_accuracy,0.4366666666666667
20260814,synthetic_to_real_world,baseline_source_only,macro_f1,0.3423478099492822
20260814,synthetic_to_real_world,mean_std_unlabeled_target,accuracy,0.4633333333333333
20260814,synthetic_to_real_world,mean_std_unlabeled_target,balanced_accuracy,0.4633333333333334
20260814,synthetic_to_real_world,mean_std_unlabeled_target,macro_f1,0.4505682855898509
20260814,synthetic_to_real_world,coral_unlabeled_target,accuracy,0.4266666666666667
20260814,synthetic_to_real_world,coral_unlabeled_target,balanced_accuracy,0.4266666666666666
20260814,synthetic_to_real_world,coral_unlabeled_target,macro_f1,0.41036814925870396
20260814,synthetic_to_real_world,delta_mean_std_minus_baseline,accuracy,0.026666666666666672
20260814,synthetic_to_real_world,delta_mean_std_minus_baseline,balanced_accuracy,0.026666666666666672
20260814,synthetic_to_real_world,delta_mean_std_minus_baseline,macro_f1,0.10822047564056869
20260814,synthetic_to_real_world,delta_coral_minus_baseline,accuracy,-0.009999999999999953
20260814,synthetic_to_real_world,delta_coral_minus_baseline,balanced_accuracy,-0.01000000000000012
20260814,synthetic_to_real_world,delta_coral_minus_baseline,macro_f1,0.06802033930942175
20260814,real_world_to_synthetic,baseline_source_only,accuracy,0.3511111111111111
20260814,real_world_to_synthetic,baseline_source_only,balanced_accuracy,0.3511111111111111
20260814,real_world_to_synthetic,baseline_source_only,macro_f1,0.20336096463118916
20260814,real_world_to_synthetic,mean_std_unlabeled_target,accuracy,0.4777777777777778
20260814,real_world_to_synthetic,mean_std_unlabeled_target,balanced_accuracy,0.4777777777777778
20260814,real_world_to_synthetic,mean_std_unlabeled_target,macro_f1,0.4742066405750891
20260814,real_world_to_synthetic,coral_unlabeled_target,accuracy,0.43333333333333335
20260814,real_world_to_synthetic,coral_unlabeled_target,balanced_accuracy,0.43333333333333335
20260814,real_world_to_synthetic,coral_unlabeled_target,macro_f1,0.4223442442335715
20260814,real_world_to_synthetic,delta_mean_std_minus_baseline,accuracy,0.1266666666666667
20260814,real_world_to_synthetic,delta_mean_std_minus_baseline,balanced_accuracy,0.1266666666666667
20260814,real_world_to_synthetic,delta_mean_std_minus_baseline,macro_f1,0.27084567594389997
20260814,real_world_to_synthetic,delta_coral_minus_baseline,accuracy,0.08222222222222225
20260814,real_world_to_synthetic,delta_coral_minus_baseline,balanced_accuracy,0.08222222222222225
20260814,real_world_to_synthetic,delta_coral_minus_baseline,macro_f1,0.2189832796023823
20260815,synthetic_to_real_world,baseline_source_only,accuracy,0.43666666666666665
20260815,synthetic_to_real_world,baseline_source_only,balanced_accuracy,0.4366666666666667
20260815,synthetic_to_real_world,baseline_source_only,macro_f1,0.3423478099492822
20260815,synthetic_to_real_world,mean_std_unlabeled_target,accuracy,0.4633333333333333
20260815,synthetic_to_real_world,mean_std_unlabeled_target,balanced_accuracy,0.4633333333333334
20260815,synthetic_to_real_world,mean_std_unlabeled_target,macro_f1,0.4505682855898509
20260815,synthetic_to_real_world,coral_unlabeled_target,accuracy,0.4266666666666667
20260815,synthetic_to_real_world,coral_unlabeled_target,balanced_accuracy,0.4266666666666666
20260815,synthetic_to_real_world,coral_unlabeled_target,macro_f1,0.41036814925870396
20260815,synthetic_to_real_world,delta_mean_std_minus_baseline,accuracy,0.026666666666666672
20260815,synthetic_to_real_world,delta_mean_std_minus_baseline,balanced_accuracy,0.026666666666666672
20260815,synthetic_to_real_world,delta_mean_std_minus_baseline,macro_f1,0.10822047564056869
20260815,synthetic_to_real_world,delta_coral_minus_baseline,accuracy,-0.009999999999999953
20260815,synthetic_to_real_world,delta_coral_minus_baseline,balanced_accuracy,-0.01000000000000012
20260815,synthetic_to_real_world,delta_coral_minus_baseline,macro_f1,0.06802033930942175
20260815,real_world_to_synthetic,baseline_source_only,accuracy,0.3511111111111111
20260815,real_world_to_synthetic,baseline_source_only,balanced_accuracy,0.3511111111111111
20260815,real_world_to_synthetic,baseline_source_only,macro_f1,0.20336096463118916
20260815,real_world_to_synthetic,mean_std_unlabeled_target,accuracy,0.4777777777777778
20260815,real_world_to_synthetic,mean_std_unlabeled_target,balanced_accuracy,0.4777777777777778
20260815,real_world_to_synthetic,mean_std_unlabeled_target,macro_f1,0.4742066405750891
20260815,real_world_to_synthetic,coral_unlabeled_target,accuracy,0.43333333333333335
20260815,real_world_to_synthetic,coral_unlabeled_target,balanced_accuracy,0.43333333333333335
20260815,real_world_to_synthetic,coral_unlabeled_target,macro_f1,0.4223442442335715
20260815,real_world_to_synthetic,delta_mean_std_minus_baseline,accuracy,0.1266666666666667
20260815,real_world_to_synthetic,delta_mean_std_minus_baseline,balanced_accuracy,0.1266666666666667
20260815,real_world_to_synthetic,delta_mean_std_minus_baseline,macro_f1,0.27084567594389997
20260815,real_world_to_synthetic,delta_coral_minus_baseline,accuracy,0.08222222222222225
20260815,real_world_to_synthetic,delta_coral_minus_baseline,balanced_accuracy,0.08222222222222225
20260815,real_world_to_synthetic,delta_coral_minus_baseline,macro_f1,0.2189832796023823
