dataset,protocol,sample_id,label,source_group,split_role,file_sha256,source_manifest,protocol_seed,notes
tigpr,existing_fold_p2,tigpr:Crack:1,Crack,sha256:7b58de94b88dcdfda29c34b15027bebf2e4ba690abb0d5bb2a266c704ae72a8d,test,7b58de94b88dcdfda29c34b15027bebf2e4ba690abb0d5bb2a266c704ae72a8d,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:22,Crack,sha256:4bd632cfec285126997f04c44f1f4fa4ed7a3a8d70cda8880657a61b90d781de,val,4bd632cfec285126997f04c44f1f4fa4ed7a3a8d70cda8880657a61b90d781de,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:23,Crack,sha256:469961e3e37944e58ede4e63dc74cd2af1d9bb72d77c5a542ff05c9c344dd131,train,469961e3e37944e58ede4e63dc74cd2af1d9bb72d77c5a542ff05c9c344dd131,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:24,Crack,sha256:469961e3e37944e58ede4e63dc74cd2af1d9bb72d77c5a542ff05c9c344dd131,train,469961e3e37944e58ede4e63dc74cd2af1d9bb72d77c5a542ff05c9c344dd131,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:25,Crack,sha256:bb6d241d6b53e83f80c042811325894e49c9996dcc92370dde625afb250ac62c,train,bb6d241d6b53e83f80c042811325894e49c9996dcc92370dde625afb250ac62c,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:26,Crack,sha256:3f1f136f5d15f27902dea8805b39e6bbb56d75f7c9b276eb9f19736b24e7e764,test,3f1f136f5d15f27902dea8805b39e6bbb56d75f7c9b276eb9f19736b24e7e764,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:27,Crack,sha256:4ecc4d3f9ca6687a7c7c18957b49eec325fa2b182226cb48e386cf386231c94f,val,4ecc4d3f9ca6687a7c7c18957b49eec325fa2b182226cb48e386cf386231c94f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:28,Crack,sha256:4ecc4d3f9ca6687a7c7c18957b49eec325fa2b182226cb48e386cf386231c94f,train,4ecc4d3f9ca6687a7c7c18957b49eec325fa2b182226cb48e386cf386231c94f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:29,Crack,sha256:f85367833d6d2d71ee9b8f81e7a899d4f8daee234e21b2a504da0d418f19c9e9,train,f85367833d6d2d71ee9b8f81e7a899d4f8daee234e21b2a504da0d418f19c9e9,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:30,Crack,sha256:0305dfdd58f0b1aaaa7ed7834c8ae9d33ec70566151d15559914a8055e5d9083,train,0305dfdd58f0b1aaaa7ed7834c8ae9d33ec70566151d15559914a8055e5d9083,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:31,Crack,sha256:63252b3b91967425cf21db1e7c8f01be2210ecd964f58a345528727db424644f,test,63252b3b91967425cf21db1e7c8f01be2210ecd964f58a345528727db424644f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:32,Crack,sha256:63252b3b91967425cf21db1e7c8f01be2210ecd964f58a345528727db424644f,val,63252b3b91967425cf21db1e7c8f01be2210ecd964f58a345528727db424644f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:33,Crack,sha256:feaa148f5cc45031fa906a57b9e25ec390e8385d2ff4f08b977828f42cb68640,train,feaa148f5cc45031fa906a57b9e25ec390e8385d2ff4f08b977828f42cb68640,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:34,Crack,sha256:493e4d802e2db7d87fe76a84314c056847b677fbe6e9e4935eaa2de8778abd92,train,493e4d802e2db7d87fe76a84314c056847b677fbe6e9e4935eaa2de8778abd92,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:35,Crack,sha256:e7df24ba27cee6f4ef0c044bf5aff1d9004c59bfa7fec1f90489f960d79a1ad7,train,e7df24ba27cee6f4ef0c044bf5aff1d9004c59bfa7fec1f90489f960d79a1ad7,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:36,Crack,sha256:4b9c1d74b6288d050ce923d29eeb050fc4166376f554d6762817085debcd9789,test,4b9c1d74b6288d050ce923d29eeb050fc4166376f554d6762817085debcd9789,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:37,Crack,sha256:4b9c1d74b6288d050ce923d29eeb050fc4166376f554d6762817085debcd9789,val,4b9c1d74b6288d050ce923d29eeb050fc4166376f554d6762817085debcd9789,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:38,Crack,sha256:1cefc69930233bab4e24c4b7fbf5c7c614fbca734c769ed3212f672c8e291d02,train,1cefc69930233bab4e24c4b7fbf5c7c614fbca734c769ed3212f672c8e291d02,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:39,Crack,sha256:1cefc69930233bab4e24c4b7fbf5c7c614fbca734c769ed3212f672c8e291d02,train,1cefc69930233bab4e24c4b7fbf5c7c614fbca734c769ed3212f672c8e291d02,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:40,Crack,sha256:70b4bf6a000d320eb3dc4805ae5c35e5553021f527631d700ee147cd2c61b303,train,70b4bf6a000d320eb3dc4805ae5c35e5553021f527631d700ee147cd2c61b303,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:41,Crack,sha256:9b03be791b5e5676fb1a75973c5d949bb6719cc8117eb019b1afba15f0780fcd,test,9b03be791b5e5676fb1a75973c5d949bb6719cc8117eb019b1afba15f0780fcd,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:42,Crack,sha256:690e994d47e1e5d46c4dd4d4ad4fa7e7fa50cf49c4b08f8f8fa6e27a13159992,val,690e994d47e1e5d46c4dd4d4ad4fa7e7fa50cf49c4b08f8f8fa6e27a13159992,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:43,Crack,sha256:690e994d47e1e5d46c4dd4d4ad4fa7e7fa50cf49c4b08f8f8fa6e27a13159992,train,690e994d47e1e5d46c4dd4d4ad4fa7e7fa50cf49c4b08f8f8fa6e27a13159992,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:44,Crack,sha256:57972ad64318d2018a2b6e0f8c9398766616a0b2f4e749902ea18bd90221c22a,train,57972ad64318d2018a2b6e0f8c9398766616a0b2f4e749902ea18bd90221c22a,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:45,Crack,sha256:176c1faff2ec2c06c2d8d26a15c5dff8021faf711a2359d9668bb4772611017d,train,176c1faff2ec2c06c2d8d26a15c5dff8021faf711a2359d9668bb4772611017d,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:46,Crack,sha256:e5038374de0816d7ba160d5ac9ea89a0669a5af8b3e2cf8fa30573fdd71b56df,test,e5038374de0816d7ba160d5ac9ea89a0669a5af8b3e2cf8fa30573fdd71b56df,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:47,Crack,sha256:e5038374de0816d7ba160d5ac9ea89a0669a5af8b3e2cf8fa30573fdd71b56df,val,e5038374de0816d7ba160d5ac9ea89a0669a5af8b3e2cf8fa30573fdd71b56df,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:48,Crack,sha256:a3714a0cc846e46ca54de9f689a05db2cf87376139a61a791941cea79deb963c,train,a3714a0cc846e46ca54de9f689a05db2cf87376139a61a791941cea79deb963c,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:49,Crack,sha256:975c5bda70ed5ceb3ef3da5f3fd8e00d06b9e833761efbc28441f1c0d48ef2eb,train,975c5bda70ed5ceb3ef3da5f3fd8e00d06b9e833761efbc28441f1c0d48ef2eb,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:50,Crack,sha256:5cc3490693f18573a51fd10ae640ae8c550b26ce0494f0935249b3263ac03f80,train,5cc3490693f18573a51fd10ae640ae8c550b26ce0494f0935249b3263ac03f80,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:51,Crack,sha256:1b5102254cd5e6d0090c250f30f93bcd189265b0363777c131f3eb5855801c66,test,1b5102254cd5e6d0090c250f30f93bcd189265b0363777c131f3eb5855801c66,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:52,Crack,sha256:1b5102254cd5e6d0090c250f30f93bcd189265b0363777c131f3eb5855801c66,val,1b5102254cd5e6d0090c250f30f93bcd189265b0363777c131f3eb5855801c66,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:53,Crack,sha256:dac44179454c64257700c293052e2db41fdbb8068db5cf72ea095012c635442e,train,dac44179454c64257700c293052e2db41fdbb8068db5cf72ea095012c635442e,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:54,Crack,sha256:7c2eb404da6798dfbad40b43e0f27d9a27c084cdf4e39e38d595d35c677fc06f,train,7c2eb404da6798dfbad40b43e0f27d9a27c084cdf4e39e38d595d35c677fc06f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:55,Crack,sha256:548c25bf2e41e3d98822a7575baa29a5367a495ee545967f207c7ef0eb5997ec,train,548c25bf2e41e3d98822a7575baa29a5367a495ee545967f207c7ef0eb5997ec,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:56,Crack,sha256:548c25bf2e41e3d98822a7575baa29a5367a495ee545967f207c7ef0eb5997ec,test,548c25bf2e41e3d98822a7575baa29a5367a495ee545967f207c7ef0eb5997ec,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:57,Crack,sha256:5653d0e62006b38403936b71d47a50ab059517a8a243c7776df6ae1a968ff687,val,5653d0e62006b38403936b71d47a50ab059517a8a243c7776df6ae1a968ff687,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:58,Crack,sha256:176c1faff2ec2c06c2d8d26a15c5dff8021faf711a2359d9668bb4772611017d,train,176c1faff2ec2c06c2d8d26a15c5dff8021faf711a2359d9668bb4772611017d,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:59,Crack,sha256:4aaf53d1bf989e1516ad9d01bc072482a6d095e5e589d001c5f23f9a03f2e1a3,train,4aaf53d1bf989e1516ad9d01bc072482a6d095e5e589d001c5f23f9a03f2e1a3,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:60,Crack,sha256:5ad7c1206256183a6a3e05879612dc96833b46aba3a60d83dbd8430b364cdccc,train,5ad7c1206256183a6a3e05879612dc96833b46aba3a60d83dbd8430b364cdccc,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:61,Crack,sha256:71b3921c7d7e33a782b1982e2aa4fec6be18f4542dd030dc40eff3015dd772bf,test,71b3921c7d7e33a782b1982e2aa4fec6be18f4542dd030dc40eff3015dd772bf,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:62,Crack,sha256:71b3921c7d7e33a782b1982e2aa4fec6be18f4542dd030dc40eff3015dd772bf,val,71b3921c7d7e33a782b1982e2aa4fec6be18f4542dd030dc40eff3015dd772bf,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:63,Crack,sha256:41efa440fe3a86244df43db3f0075260a38217c04c9b2e09062857219b459704,train,41efa440fe3a86244df43db3f0075260a38217c04c9b2e09062857219b459704,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:64,Crack,sha256:d532172e9266287dcd067a86dd323c726476a65e05e6d9a721b790f48476416e,train,d532172e9266287dcd067a86dd323c726476a65e05e6d9a721b790f48476416e,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:65,Crack,sha256:cfe85b23ed8fab993074e5a109c84786e2da757412bc312e9278ae9d9ef0bc7d,train,cfe85b23ed8fab993074e5a109c84786e2da757412bc312e9278ae9d9ef0bc7d,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:66,Crack,sha256:cfe85b23ed8fab993074e5a109c84786e2da757412bc312e9278ae9d9ef0bc7d,test,cfe85b23ed8fab993074e5a109c84786e2da757412bc312e9278ae9d9ef0bc7d,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:67,Crack,sha256:58d0c987ddabb12875654d7d85a1a8844f1ac48c8d249989f71111eeb1e76001,val,58d0c987ddabb12875654d7d85a1a8844f1ac48c8d249989f71111eeb1e76001,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:68,Crack,sha256:8fb838ec81f8ead2343bba8e1bc1aa00f0f2dae82d29ccf2612a5e57fe93c63f,train,8fb838ec81f8ead2343bba8e1bc1aa00f0f2dae82d29ccf2612a5e57fe93c63f,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:69,Crack,sha256:686b1e75f274f22f0ff3facee63549fbcf5a45c279c7bfdbafb889f58d946d26,train,686b1e75f274f22f0ff3facee63549fbcf5a45c279c7bfdbafb889f58d946d26,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:70,Crack,sha256:9753deb0356bedc55442a40a3d4fdc7f24429ef1b64f5ae62c4d1189bd3ea5be,train,9753deb0356bedc55442a40a3d4fdc7f24429ef1b64f5ae62c4d1189bd3ea5be,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:71,Crack,sha256:ba6ea8c7fb8d1adc861ff3bbf34c641d72ab7089f50867c0c372ac4fe586c4b4,test,ba6ea8c7fb8d1adc861ff3bbf34c641d72ab7089f50867c0c372ac4fe586c4b4,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:72,Crack,sha256:ba6ea8c7fb8d1adc861ff3bbf34c641d72ab7089f50867c0c372ac4fe586c4b4,val,ba6ea8c7fb8d1adc861ff3bbf34c641d72ab7089f50867c0c372ac4fe586c4b4,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:73,Crack,sha256:aefa20e1b1f8087e633bab9f2b4f21ba24abc757b6067b3675153d2f5fecf693,train,aefa20e1b1f8087e633bab9f2b4f21ba24abc757b6067b3675153d2f5fecf693,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:74,Crack,sha256:54236b65fcb0a0166f7a52580da36b0f8e7ff565654e2c44b97113f32522d390,train,54236b65fcb0a0166f7a52580da36b0f8e7ff565654e2c44b97113f32522d390,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:75,Crack,sha256:f5bb6e354436ff1607a6421a53267144a63f78bde67efa573e361d34a9c501ae,train,f5bb6e354436ff1607a6421a53267144a63f78bde67efa573e361d34a9c501ae,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:76,Crack,sha256:4f48814375111a797ac61920b332f7387c75acbb71428fbee01dcd3f3c4b37dd,test,4f48814375111a797ac61920b332f7387c75acbb71428fbee01dcd3f3c4b37dd,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:77,Crack,sha256:fc987f2faecb722e66ea68249a9d76b9414592cc8d434be857281ec3cf672fe4,val,fc987f2faecb722e66ea68249a9d76b9414592cc8d434be857281ec3cf672fe4,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:78,Crack,sha256:fc987f2faecb722e66ea68249a9d76b9414592cc8d434be857281ec3cf672fe4,train,fc987f2faecb722e66ea68249a9d76b9414592cc8d434be857281ec3cf672fe4,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
tigpr,existing_fold_p2,tigpr:Crack:79,Crack,sha256:00ef937385426debc03224681c7702be0f9135d4047664e8ba07ded2f8f0ab12,train,00ef937385426debc03224681c7702be0f9135d4047664e8ba07ded2f8f0ab12,data_manifests/tigpr_unified_samples_20260810.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
