sample_id,dataset,subset,split_role,label,source_group,image_abs_path,image_rel_path_from_cns1,image_sha256,mask_abs_path,mask_rel_path_from_cns1,mask_sha256,width_px,height_px,image_size_bytes,mask_size_bytes,foreground_ratio,has_annotation
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA179,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA179.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA179.png,09d53df141eb72cd8f366c938d0a7d4882aa3f8e4e285f2dad1c08f81ed2d57c,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA179.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA179.png,ac3e69b942701d42f9826838a3f83b07c4cf784eb9c6a49004ce56288703f168,720,340,220075,17175,0.18812500,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA180,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA180.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA180.png,673c061216eb2f837b44178252af4c9af6c996dfd906a98f5375051eaaf4e9a6,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA180.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA180.png,8bd0eac2b8615f92e1878ab9add6b521cbdf8bf581a50cb8599bcdc6dcf667b5,720,340,292190,29204,0.29121732,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA181,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA181.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA181.png,6693338636d7f00c733964b7610ee1a99a98b100057285b0d90e4158c80008df,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA181.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA181.png,7a6a03f6d6f8a9a94acea08670791bf903e7b8e618dbeb775d297d5f92c9cd3f,720,340,241232,21092,0.24941993,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA182,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA182.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA182.png,a78da6e045940ff3449be05e06f3370c4e1eb4ef3f33bca04ac0ec7df3536d29,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA182.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA182.png,3f00097fd1b927f6464540d8bc4bc7664e2540dd036bbe8c135d0ee5eee632e9,720,340,223355,18379,0.22555556,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA183,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA183.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA183.png,3235a9e62cd40efaa75dfc12aef5ae59f6e67720e3cccc4566d35e285f768388,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA183.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA183.png,bb1d35ea56f338a74e23f61d9f8211b4c82db0910e4a761ea210aa9ae34bbbce,720,340,254952,21856,0.25933415,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA184,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA184.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA184.png,4d12b7ecd5209519070489a3d84616a32444fb36bc85716312c9220421b732dc,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA184.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA184.png,50ddc8624c9183086b742fef867ef7594734a9cfd3c21dcdffd05f92611f999a,720,340,117371,10055,0.13004493,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA185,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA185.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA185.png,637d9b5a082d26bb781709dd369f4e7bff16e29856ec64e9d4120964f59d9db1,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA185.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA185.png,396edf4200208a0b424245c6eb1f61875b67c4e3d36aac80f971bc74dd25a5f8,720,340,231440,19710,0.24056373,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA186,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA186.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA186.png,0536cab176d1915192ff5f11fb684239bddc319e7eda69c9bf83e26ec6daa993,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA186.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA186.png,b7107aa16c1b6ad0cf2fa3a6b585e790b31c55ec3464e4bbd15ef1a8d29aecb3,720,340,230908,19518,0.24007761,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA187,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA187.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA187.png,042c5bcce2e79a9109c745418becbd92f868d59c62e0739fdd80f8ce231569b8,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA187.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA187.png,acd3b39d6ea146c661b4c8da9e2479dde49be15f8c824324632213abb61665ca,720,340,220222,17350,0.21497549,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA188,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA188.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA188.png,128a42dc766e8e98cf36acb89a200590d401b9ec18db7bc68ce5247181915484,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA188.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA188.png,eba9682c929831a30231db40be9ffdcd152512336b8c16aa445a9d69f0f292e9,720,340,218667,16901,0.20625000,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA189,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA189.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA189.png,8c5bbba739db7b793e4988f47dd5fcfe07c23521721b995b5bd40ab1a51bc276,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA189.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA189.png,a208f025f0cd7569d93edbfa8fcaf3f718eb777dd9a136fdc2fc93c83428221e,720,340,281060,25340,0.25799428,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA190,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA190.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA190.png,2f6984d3843a73e005fc4106aee67dc51ee031b500693d604b0d9341d82b18af,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA190.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA190.png,6adad1be1315c1e6bc6d780644857ea56b8300d53ce669ab31d77aa80fe6283b,720,340,216665,21056,0.25752451,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA191,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA191.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA191.png,f0b6e3a79d1f2548f28470cceeddff40d61c1a32aa55a6abe9f6ac4260fe80c7,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA191.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA191.png,c1f48795fedf94ccabe994c0e10ffd10fe7d8dc32751c626a1623e5f366cf073,720,340,213164,16714,0.21030229,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA192,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA192.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA192.png,ff19d8a2959be137a976b8b99426971f94f5611b2d6392a634e7417e227cf2b8,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA192.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA192.png,638fbc072a91f776609be919a5ce4a4f7078af97f7f413825a449b1c3d582cc9,720,340,242251,18998,0.22351307,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA193,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA193.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA193.png,49d1386dc3b047b12eb8510f5bd81a5aea6304a1b068b117761d7c1e686af03e,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA193.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA193.png,4ec5135cbc427bf3be796f59dcf3ea55d7f85dc1a33388579af301d525659f36,720,340,234044,17583,0.17656046,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA194,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA194.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA194.png,a2e4b64bf615dcfdc140624c5ce3cbf1f587d450900efc8f31090edccb62cac1,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA194.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA194.png,81fda13d5ac3988616480a67eab594f25186e6401023d5c0cf9ab1b53d23b566,720,340,178951,10317,0.13237337,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA195,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA195.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA195.png,54072d73bb1aaaddd0b850be4e7ba7e6da5999a46525538cf6a87f3d53070ce7,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA195.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA195.png,290663962bb5405612788671b5d5a17807068c277cb1796ea3be43a74e8e2736,720,340,263159,23095,0.25560866,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA196,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA196.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA196.png,d28d20b18dd7e32f153237c9cce1c9a005d194f4982ba51a4d6f67e25653a7c0,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA196.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA196.png,32ec5bc71f2568c100ded5d44b8b36f48f4c962d21fcfa5d31074acc3c3005ac,720,340,292338,28987,0.29049837,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA197,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA197.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA197.png,cfc3244c53cc42b9b3f4e54937d49c4857c0a623d94f11b19cab96568804d986,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA197.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA197.png,a8e1d84587dea9980feb570ffd8d7c25a983702d6ed13635fd3717af2a208b91,720,340,290393,29326,0.29948938,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA198,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA198.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA198.png,fd1efdc7ed961afe4e2c869d1968d3e0994f9410f19b9557c3df447407dadeae,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA198.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA198.png,bcded9963684d8927dac56cd74b2a2bc36727a976be2c1be9702ef7ee321dbc3,720,340,146646,11063,0.12383987,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA199,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA199.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA199.png,7805b673f883fd2ceeaf9c6524104c5278ebac3bd650985fd4a0d26ee636521c,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA199.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA199.png,5932eced5ebcb98059480463398dec98308edc12396c94b163f93eaa8971b8f8,720,340,230494,19268,0.23627042,true
zenodo_mcg_gpr::DOWNSTREAM::D_TEST::AA200,zenodo_mcg_gpr_14270869,DOWNSTREAM,test,foreground_present,DOWNSTREAM::D_TEST,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\images\DOWNSTREAM\D_TEST\AA200.png,external_assets/zenodo_mcg_gpr_14270869/extracted/images/DOWNSTREAM/D_TEST/AA200.png,cbcfd3afab91866200e0343b8670ec2a4b25b76622484b34417480e2577a0bf0,<LOCAL_DATA_ROOT>\external_assets\zenodo_mcg_gpr_14270869\extracted\annotations\DOWNSTREAM\D_TEST\AA200.png,external_assets/zenodo_mcg_gpr_14270869/extracted/annotations/DOWNSTREAM/D_TEST/AA200.png,7d34252f19d6df6da69e99d6a0e7360aed844084862d866c74792ce6aa8a94e4,720,340,256356,21504,0.24055964,true
