dataset_id,asset_role,sample_id,label,label_source,rel_path,abs_path,file_sha256,raw_trace_id,project_id,activity_id,site_id,survey_line_id,device_id,antenna_frequency_mhz,acquisition_date,operator_id,processing_chain_id,export_format,width_px,height_px,is_augmented,augmentation_ancestor_id,exact_duplicate_group,near_duplicate_group,source_group,fold_id,split_protocol,split_role,created_by,created_date,notes
res_sam,core,res_sam:real_world:cavity:1,cavity,dataset_folder_name,GPR_data/real_world/cavity/1.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\1.jpg,04c7b8f94a1e8d2ee2c4b7f81d2df28638c28906c01bb0d52924a9c314df112c,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:19,cavity,dataset_folder_name,GPR_data/real_world/cavity/19.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\19.jpg,275ed7d9bf018f2a6ef6fd834ee5ff2d192c7fc5692932aa45e705a007ea1d99,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:2,cavity,dataset_folder_name,GPR_data/real_world/cavity/2.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\2.jpg,8dc139f2449782094becfe3ca37bb462dc38d0a87c615d4484ed77f70a98f4e2,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:20,cavity,dataset_folder_name,GPR_data/real_world/cavity/20.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\20.jpg,fa75161fc6510b211b18a479065686346ce19e89067ea0469532609eb4d86d5f,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:21,cavity,dataset_folder_name,GPR_data/real_world/cavity/21.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\21.jpg,7590bd555e4fc210b7520defdad78cec781e11e7d9310786f0dad65e65bcdfaf,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:22,cavity,dataset_folder_name,GPR_data/real_world/cavity/22.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\22.jpg,440f87a4a24ec4692e48a11912cbcf52e42c4e4969dc8c4b68103e4fcb1458f6,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:23,cavity,dataset_folder_name,GPR_data/real_world/cavity/23.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\23.jpg,0dfd2e96ecd61ce6e15d83a48d1772799bb3bbe2c93edf8de8f570e41bd49c77,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:24,cavity,dataset_folder_name,GPR_data/real_world/cavity/24.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\24.jpg,ebb74c7360354b9f10ef4776c8f5fdc411862afa440857f8e18b47ae86f4c6a7,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:25,cavity,dataset_folder_name,GPR_data/real_world/cavity/25.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\25.jpg,cfb3073e9567d8570e9dc7a0c791050d6943d86c99ec3571f1833086b8d94c39,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:26,cavity,dataset_folder_name,GPR_data/real_world/cavity/26.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\26.jpg,d0aee3f780cf23bb4330320f945c45e93a50b0c553d5a8f223a50e1d950d8237,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:27,cavity,dataset_folder_name,GPR_data/real_world/cavity/27.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\27.jpg,73af481ce2132ec338a67249449ef6327b28478bb079d3609adbbf96056b07ee,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:28,cavity,dataset_folder_name,GPR_data/real_world/cavity/28.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\28.jpg,77093eb441f099b2d6b46ff95ef59a4d96fe2023f5eff95a0fe08d2169a3027f,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:29,cavity,dataset_folder_name,GPR_data/real_world/cavity/29.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\29.jpg,e397e697d0cc05a84bac379c1984d3669a50c60beca18603a58e9a019e853f16,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:3,cavity,dataset_folder_name,GPR_data/real_world/cavity/3.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\3.jpg,ed551423c1e32839a28df830d53f673f74f101864346ff549e72c9a89017124a,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:30,cavity,dataset_folder_name,GPR_data/real_world/cavity/30.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\30.jpg,178dcae89b2ef80c111104cfa65bbce0afd8697b52d110ad40ceee69bea5033b,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:31,cavity,dataset_folder_name,GPR_data/real_world/cavity/31.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\31.jpg,4456d7ac597418e944ee58357290af0ff8a7410196674f4885c25b7f7bec7c9a,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:32,cavity,dataset_folder_name,GPR_data/real_world/cavity/32.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\32.jpg,e0018bb5a5aeabf4631895c08b1e8abdddee7fdd67868b7fd075027d0778e20b,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:33,cavity,dataset_folder_name,GPR_data/real_world/cavity/33.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\33.jpg,dd3049f25c285d2df626f8ee82915df2fc43453fbd9a489559ed5bbbb75873a8,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:34,cavity,dataset_folder_name,GPR_data/real_world/cavity/34.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\34.jpg,ec9fa068c5264f1cfcabc11db5b9b5897fa2d3b75258205242b437ea110adff5,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:35,cavity,dataset_folder_name,GPR_data/real_world/cavity/35.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\35.jpg,a259f1925e8aff20403fdd03a0071fa0e0ae0e5cf4a043a88d9c41ebe5bcc846,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:36,cavity,dataset_folder_name,GPR_data/real_world/cavity/36.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\36.jpg,52c48a5b462c151de9bad76e0cd40edee570db66297a00be0e225dcec580eff9,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:37,cavity,dataset_folder_name,GPR_data/real_world/cavity/37.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\37.jpg,8896b113112eed1971540e0080f10f6a678387056f48e1811a6eac7af2c995d6,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:38,cavity,dataset_folder_name,GPR_data/real_world/cavity/38.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\38.jpg,b28344497c2ac1509397253179fa7e19c1ca72f8ea19e34bc7e7e6943af92b7b,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:39,cavity,dataset_folder_name,GPR_data/real_world/cavity/39.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\39.jpg,a9a7d9ef6ecb7858411539f95d7c8204107b83e98d7e51d8449360f68d9d5bdf,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:4,cavity,dataset_folder_name,GPR_data/real_world/cavity/4.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\4.jpg,d1d3612aa1439a645324c97db23873ec4988873e6b4c896239bddfd940845ac1,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:40,cavity,dataset_folder_name,GPR_data/real_world/cavity/40.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\40.jpg,9404ba2c63e3aeb895a0760aa7f74b2cbe0ef1b6db008b1fc50409aa1fbf9319,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:41,cavity,dataset_folder_name,GPR_data/real_world/cavity/41.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\41.jpg,f3d6d6e1cd63dcabefcc3316c09ff922f43b9273b69252dfcb8c10d273819f6f,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:42,cavity,dataset_folder_name,GPR_data/real_world/cavity/42.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\42.jpg,5c0d1b801349a13c42e269f1b39134701e1612738c3ce8cad14365bc3481aa37,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:43,cavity,dataset_folder_name,GPR_data/real_world/cavity/43.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\43.jpg,868d2ee2b04126585a811fe13c8b93eb67c8e361e8f6b9e4207a8f0a1f33c678,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:44,cavity,dataset_folder_name,GPR_data/real_world/cavity/44.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\44.jpg,93c26e0b4804dd421292202297d0ed4c860dfe1820855068d51f2bde0d963d98,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:45,cavity,dataset_folder_name,GPR_data/real_world/cavity/45.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\45.jpg,cc5f5396c031166a442816664b5f0e5241ac10ee531f9613a6d7e498d3c69424,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:46,cavity,dataset_folder_name,GPR_data/real_world/cavity/46.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\46.jpg,b04e374af39e9a3a139f154ce3c93d93f594151d6b0ba0e94b9c0aa8b9d8358e,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:47,cavity,dataset_folder_name,GPR_data/real_world/cavity/47.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\47.jpg,a5710b00ff0216bad4ff71c24d50d0e02f614bf4bcc5e3de3bc59fb4be399d79,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:48,cavity,dataset_folder_name,GPR_data/real_world/cavity/48.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\48.jpg,7033ff7dff6087984e90d6fecdbdfbd1dae0f06fb6a4ddcea21ff3b5f02b4c76,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:49,cavity,dataset_folder_name,GPR_data/real_world/cavity/49.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\49.jpg,5162bf979bb7f2f1961f7cb23518a46d26f21b813e9653e03037163268c7d07c,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:5,cavity,dataset_folder_name,GPR_data/real_world/cavity/5.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\5.jpg,79953b449d2f2e2fabb8923784dbe8a621094fe5155443f296259515fd94e5ca,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:50,cavity,dataset_folder_name,GPR_data/real_world/cavity/50.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\50.jpg,78cd15385141878bb81eec949217d4e8d55cd8d2cd4dca7bd0f4d609ce8e738c,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:51,cavity,dataset_folder_name,GPR_data/real_world/cavity/51.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\51.jpg,69d822c0e54595a723d62c1061dc893724aa5a9c864522fde42ad67eca3673c8,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:52,cavity,dataset_folder_name,GPR_data/real_world/cavity/52.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\52.jpg,d62132f5f635b22799f8d74d6b35fcb6051c27a04dc04d888cbca6fb4647b080,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:53,cavity,dataset_folder_name,GPR_data/real_world/cavity/53.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\53.jpg,38dd84b3220d945bc8b765bdb16c1b742f7f4a9e88bcc8e4b5f6b4cf787dbfd0,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:54,cavity,dataset_folder_name,GPR_data/real_world/cavity/54.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\54.jpg,1cb49cdbd812c5ef844d3dcb61e888db7f0d49e2fa91d0dd43844d8c82dc0423,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:55,cavity,dataset_folder_name,GPR_data/real_world/cavity/55.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\55.jpg,76376f4f9d0fdeff833762d366c3f380bd74ceaee11494ece6d593a8ee0620a7,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:56,cavity,dataset_folder_name,GPR_data/real_world/cavity/56.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\56.jpg,9b6752f2bcc8b1eff30483ee4a044b7fe78fced278f1d0115fe34d33164c9bed,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:57,cavity,dataset_folder_name,GPR_data/real_world/cavity/57.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\57.jpg,03a8e33078732a9c0511dd6856191faebe7b4979f4a8481a839965d3bf522afc,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:58,cavity,dataset_folder_name,GPR_data/real_world/cavity/58.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\58.jpg,8390d099b3a571e7b90575de1db7863f3dc7d0709d7afd5cda67409e47c333dd,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,535,321,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=L; source_archive=gpr_data.zip
res_sam,core,res_sam:real_world:cavity:59,cavity,dataset_folder_name,GPR_data/real_world/cavity/59.jpg,<LOCAL_DATA_ROOT>\external_assets\res_sam_data\GPR_data\real_world\cavity\59.jpg,e4320a1714afdb8259d24aeef0a58378a935604fbbd13703255be11d8e102531,,real_world,,,,,,,,published_res_sam_image_export_v1,jpg,369,369,0,,,,real_world,,,,build_ressam_unified_manifest.py,2026-08-10,mode=RGB; source_archive=gpr_data.zip
