dataset,protocol,sample_id,label,source_group,split_role,file_sha256,source_manifest,protocol_seed,notes
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::1,cavity,cavity::1,test,160671b257b8de06992d25330f0cd36485616b473f26a2e54a204ac8643c948a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::20,cavity,cavity::20,test,1dd628e032f8ee9cd96f65376db31c8ed06a6f2c4b4e2471bed75bb726434346,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::21,cavity,cavity::21,test,dd1dbd4ee8da6e3049fc7b7920fcc635042bb35dfd91fa7eecfea38b220a7c9c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::22,cavity,cavity::22,train,2938a571d0062196deb7f4c6909e75ab3f317137a69b8b4743c7a1280e7c278b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::23,cavity,cavity::23,train,2eae1a1af1c74f3fb106aa9c8baa2533702ce462f7370295b5d7eb60115cdabb,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::24,cavity,cavity::24,train,f75c7bf5bec009e93c3695f340c9177f296ac81d6e8e87552fa3542366e49207,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::25,cavity,cavity::25,train,a920012c9b037591c861787e309878db45a618cbc08e5ce305bb66d930a30724,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::26,cavity,cavity::26,train,6f03e47e672fbf9ff60d582aa8eab493a1ce38c6bf7010bada5140c3413f32d6,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::27,cavity,cavity::27,train,e2195f49c4442bc67b6e672aad2753231b5a70aef1859b87eb0a2dcbdd0cd242,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::28,cavity,cavity::28,train,40881590916ce7fd9e8f420db7274bace16729d4eaa185e5ce10ecc12b10161e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::29,cavity,cavity::29,train,c39bbbc36c9b87c3e22406390db5ab2bb7fbe91630e7ce4be1630fd85c345438,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::3,cavity,cavity::3,train,32395fe74032086025174a8e06a7f8598cd259832c20ac4d73f8a11278264a35,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::30,cavity,cavity::30,train,37fb31fe80ff5d31e753c48cf4003798b1a1a827db6addb7034b98c3926b7f77,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::31,cavity,cavity::31,train,11ec126e86645583d90e91c0f8b6e701886223d39f0687ac25a12c1b382f5734,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::32,cavity,cavity::32,train,4e827d1fe388e55f7e9349f69368c0f0caae3dc88826748bc0fe43d19d50481c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::33,cavity,cavity::33,train,55076b411e805a5478446e91b3457b32d6c2190d328e327ebd9b632f706163d0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::34,cavity,cavity::34,test,8cbd64b4be37b16884f5b119a248b905ad23b74837a4b8f080801febb3391c54,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::35,cavity,cavity::35,val,9196ab1efe1adcec0174f87ad774b0c32ef4279168448f1b484be1af09f9ca48,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::36,cavity,cavity::36,train,a5b991995b5e46b8fcddc1fb0b814cc262f0b973c851d7211b0d91a3627e9b44,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::37,cavity,cavity::37,train,dfa7e8d719b164d6eefd909abd2b5fd6f3f59bdad52e49723734a5a5aee4022d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::38,cavity,cavity::38,val,1d19639d1ef579141fb03ff607cebe36c69b88d8d053092163055a028d2008df,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::39,cavity,cavity::39,train,fc08174141aa15e459d9b06ee5120147d16e510c9afcb7ae66ad21684ee0d00b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::4,cavity,cavity::4,train,57727cec5e9f2eb32e89e1a3274d49dbf55a9d12c5fb45ee589471f3aafc4eb0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::40,cavity,cavity::40,train,4625d0245e75dc3481e1007e05abe8930c13052442e13a821050423013141463,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::41,cavity,cavity::41,train,daa33dedc3e1854203581056a7909d760aa4c2179cbf4d91a3ab8099cb5e7583,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::42,cavity,cavity::42,train,cd11fb182ac37a09049f2da4bdc3233b70025c4441db43fcead6eb758e2ed6ec,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::43,cavity,cavity::43,val,2a7d92ae13e0455b78e2434749c4290e7ab195cda76ab91d1482679479d04acd,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::44,cavity,cavity::44,train,9c09198f455b7bdc7810a97937690577da958481faee01bd1ad6c115dd02e1f3,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::45,cavity,cavity::45,train,67581b2ed20bdf989cd9aa80cc00eaf9b97a5e31fb9a82289e0e028f74f45f79,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::46,cavity,cavity::46,test,85c60485611f3550005fc98b6011a268c72c14ae72cc2367823717261c22bbd6,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::47,cavity,cavity::47,train,e376a39e41b8d5a20e79c14fced898e71cb3675662877ef978171593c155155b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::48,cavity,cavity::48,train,ba794fe745cdc7fbc02b1e591f3fa4fe2d5aae3d74ff8dfc7b6cc407329d2e9d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::49,cavity,cavity::49,train,729d7dcbec0abb05d4f59b7eaa7ac71e91cdc919b7bc1015ef2358c57deaed33,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::5,cavity,cavity::5,test,71b1b98691c04cc8d75b7d8bcdec2de5e999ec8f25a02f85e01c5d9951b3aaea,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::50,cavity,cavity::50,train,f21482d0483c6b72bfe7ea120bea76275ec664048ddc1c99103f01237e65fd8d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::51,cavity,cavity::51,train,6e81eecc70477f8c3dfbd2eeaaf9290d50fe777bebe70a5d3a452ab5d1844295,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::52,cavity,cavity::52,train,1a94ca37485abbda6f8ccf40981a11015a9f5403f24f8cddc56ed2be5aa77fca,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::53,cavity,cavity::53,test,26288fef58dcbd71c778823c507c473f262e2663befe6abfbf5e15a2fcfc2655,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::54,cavity,cavity::54,train,5282b593ff265967fff0e051d085e9760600a4b8a4585115052e93ad6a1b8c6f,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::55,cavity,cavity::55,train,e8d0f7f38f5bb2516799cbba8a90f9064a185168db4611eaddf03949fc2f680a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::56,cavity,cavity::56,test,96850bd2b637abd3bdf1e09b855628185de17270a5c7593cdb1e797d5e83b97c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::57,cavity,cavity::57,train,8120355e9bc3a89ff116e6cb177b047cdf6929c9d108d3b9bec23bf52032aeb2,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::58,cavity,cavity::58,test,e0f0e748670b76386bace99745405ebe351da81292411c386b4446f014d67709,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::59,cavity,cavity::59,train,3ba3fe262785e7b40f236687e5c5a0528c29872fe0314be7865a631ead9b398c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::6,cavity,cavity::6,train,7f846460048e14c23a38db2f984c0b6256d4612a58d4872a3d5b1efff613dda1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::60,cavity,cavity::60,train,198852e4bf102d13e8ab4c34cfc01254d533196b1f2da103ae0dda614f750522,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::61,cavity,cavity::61,train,ca2d76774ef12eb131ff82f81c83be593f4516744f7abc27432e4d8a2ed5758c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::62,cavity,cavity::62,test,7b5913daa1ff921f1c7945934b97560bd6644d8124be635e98a401613529c4aa,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::63,cavity,cavity::63,train,bdb9db3c81a95cbf6cfa1c7858017ff3df7ea2361179aa45cfcb8ae5bb734f22,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::64,cavity,cavity::64,train,fb2090ca9ce3252642c35b25aef772d705adb02a64345f6fefca7c762694bd55,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::65,cavity,cavity::65,test,0a2be91f363fac223da5f3c5f391de248dd37f8837843755e80cdd6f2e19b774,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::66,cavity,cavity::66,train,86cc3f40c673678b40d353c9e46a6957654e8e10f328951da91b9a5d8b4c2a5d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::67,cavity,cavity::67,train,0778ddcd2a5c6e9b6285517f0ea19269fbc6b553e5835b953749eb6f7a73e6ee,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::68,cavity,cavity::68,train,58ed38cc2723ea590c1575d12c9962913a6e12307d1f4778c7d8619f56f5d415,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::69,cavity,cavity::69,train,1a2284355f2257ac9140c6a7d63a738d96416d754a0137d68d90898980c88117,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::7,cavity,cavity::7,test,ba03bf6bd3846dd4a55bf09e58611aa3aee16e8d0095f7a498b3f54c07176d72,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::70,cavity,cavity::70,train,8787385a215703092702408797bff87b783a6650b3becb4a5c91ab9daf1ce517,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::71,cavity,cavity::71,train,1d74510f8b865dc57f7111c907549ab6db82779ff5ef1556def207cfd81e3129,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::72,cavity,cavity::72,train,c04ae973ec39d72cbbffa647107e4ec246771ac031cee3517a4432378fc3d13c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::73,cavity,cavity::73,train,5a6e31ccdb94f36f884c7ee5e210a67466029cb155b72bcc658980247564e87c,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::74,cavity,cavity::74,val,bc51e9736ba7e096b9dff845f7c1d66c12df345158b728fa8b83c5da5d963bf0,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::75,cavity,cavity::75,val,f124200e2660a42ed54c6a65bd068001252ccad334b77c7f9767a2d27407f9bf,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::76,cavity,cavity::76,val,5873e6eceea93f95fed62a20e7835ccf7d11050e87248f700dcb9dcf6380949d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::77,cavity,cavity::77,val,4ed996a7a205907076863fc7daafcebccac36a980a79401307aa0e0a6ae62218,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::78,cavity,cavity::78,train,d46964e018bf41fb85ff0d5f1e741ef2578ab95437a387f74e40e9ab6a724791,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::79,cavity,cavity::79,test,1b21a6ac34906686a17fb390021fbdcac22980175d05b43c0ac6e84bac948128,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::8,cavity,cavity::8,train,c91fcd313af73ff161f6b0410a5bc1e1f095ec9ec026be2384e2bade4202cdd1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::80,cavity,cavity::80,train,cfd5069154ddaea08f93999a17fae36cb463e780bd64a37643bba4f753b7fb4b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::cavities::9,cavity,cavity::9,train,fd1d8b457eaaf591c839b3aa63228a04798472578a1474d6bcb89e3e36a77412,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_10,cavity,cavity::10,test,2b2b8f92ba6532ed2622e43c34ce4edcaa1a416f35f9e8f8c9802217cbc715b1,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_11,cavity,cavity::10,test,60bc5c1a2a1f21a556b7dc98ce4c0c43c9328014bce96635dcd4c44bdf855ae7,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_12,cavity,cavity::10,test,5b4616d58b61d76e88a8c00186c2d40cefd10024f596224ae6037c9509cc49df,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_13,cavity,cavity::10,test,c2c8edd75880c0a5726698d6bbc8a7d6e12752a7cdb3be00b09da8cd75a5603a,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_7,cavity,cavity::10,test,a54e49081e2f76462eb65b620390ed3c43750802c46b10afe4138c9328ae090b,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_8,cavity,cavity::10,test,873a94632aff2d5c904a0d5338ef91f25450c22213e838d65bb692bd7c983768,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::10_aug_9,cavity,cavity::10,test,755b01fa4ebc458d5aa2fc2567b9db0ca250b05484b87c3d7be4e3d46bc7bd09,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_10,cavity,cavity::11,train,27c3ca7cf4fd3eeb1605088f6dc366964daeb5fb51fb155a94bf494d6e7f172d,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_11,cavity,cavity::11,train,8ac71649535642bfc521680defd3d12c44aa689b46565a3de0cdac503e2ff328,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_12,cavity,cavity::11,train,fc50cfd0b85afc542111b4f69818e04b644bebbdfab683f0508700fe42b80ecb,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_13,cavity,cavity::11,train,4b62fc5165fb0dba540478ab7afe76e69c41bd9901dfd6948ba429493f49600e,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_7,cavity,cavity::11,train,33813489b671d905dba4527067ea06e797a92040d0336bc74c9f1fb681bcfca2,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_8,cavity,cavity::11,train,0bb0667388799ac4e156d386717f734f4ea5cdf8ec03e83bbcbc3abc47c130fa,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::11_aug_9,cavity,cavity::11,train,f4502c9205c865bc940b37847d880ee2e0e1f805fa1904f82fb2989481a81cf8,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::12_aug_10,cavity,cavity::12,val,b0e37adf006e6df0a32a208828f362a2a508399fbf67dd939d5f6ecfb1f2a894,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
deepmask_gpr,existing_fold_p2,deepmask_gpr::augmented_cavities::12_aug_11,cavity,cavity::12,val,61b2428353f2e50bc7ed93c17d464d8c2f303f2b9a5360b582f5bc7ea8973592,data_manifests/deepmask_gpr_unified_samples_20260811.csv,20260811,existing fold_id P2-style split when available; group fallback otherwise
